BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3
true,136170,136170,136170,136170,true,123102,123102,123102,123102,true,123102,123102,123102,123102
true,283347,283347,283347,283347,true,154280,154280,154280,154280,true,154280,154280,154280,154280
true,429900,429900,429900,429900,true,299480,299480,299480,299480,true,299480,299480,299480,299480
true,201771,201771,201771,201771,true,122628,122628,122628,122628,true,122628,122628,122628,122628
true,31260,31260,31260,31260,true,31260,31260,31260,31260,true,31260,31260,31260,31260
true,127908,127908,127908,127908,true,89310,89310,89310,89310,true,89310,89310,89310,89310
true,266295,266295,266295,266295,true,177960,177960,177960,177960,true,177960,177960,177960,177960
true,99900,99900,99900,99900,true,90100,90100,90100,90100,true,90100,90100,90100,90100
true,41322,41322,41322,41322,true,41322,41322,41322,41322,true,41322,41322,41322,41322
true,145369,145369,145369,145369,true,102431,102431,102431,102431,true,102431,102431,102431,102431
true,356269,356269,356269,356269,true,280619,280619,280619,280619,true,245812,245812,245812,245812
true,195290,195290,195290,195290,true,127950,127950,127950,127950,true,111895,111895,111895,111895
true,298080,298080,298080,298080,true,245826,245826,245826,245826,true,245826,245826,245826,245826
true,84795,84795,84795,84795,true,84795,84795,84795,84795,true,84795,84795,84795,84795
true,240336,240336,240336,240336,true,169798,169798,172360,172360,true,106372,106372,106372,106372
true,126852,126852,126852,126852,true,126852,126852,126852,126852,true,126852,126852,126852,126852
true,355677,355677,355677,355677,true,269952,269952,269952,269952,true,269952,269952,269952,269952
true,442800,442800,442800,442800,true,285245,285245,287125,287125,true,276825,276825,276825,276825
true,331526,331526,331526,331526,true,249977,249977,249977,249977,true,249977,249977,249977,249977
true,97236,97236,97236,97236,true,97236,97236,97236,97236,true,97236,97236,97236,97236
true,109530,109530,109530,109530,true,94625,94625,94625,94625,true,94625,94625,94625,94625
true,90961,90961,90961,90961,true,57265,57265,68796,68796,true,57265,57265,57265,57265
true,349952,349952,349952,349952,true,207232,207232,207232,207232,true,201320,201320,201320,201320
true,307776,307776,307776,307776,true,229920,229920,229920,229920,true,229920,229920,229920,229920
true,236782,236782,236782,236782,true,138957,138957,183092,183092,true,138957,138957,138957,138957
true,287702,287702,287702,287702,true,223616,223616,223616,223616,true,181696,181696,181696,181696
true,410358,410358,410358,410358,true,270732,270732,270732,270732,true,270732,270732,270732,270732
true,169720,169720,169720,169720,true,169720,169720,169720,169720,true,169720,169720,169720,169720
true,266013,266013,266013,266013,true,184356,184356,192381,192381,true,139671,139671,139671,139671
true,72232,72232,72232,72232,true,72232,72232,72232,72232,true,72232,72232,72232,72232
true,306656,306656,306656,306656,true,184160,184160,184160,184160,true,184160,184160,184160,184160
true,337815,337815,337815,337815,true,209640,209640,218370,218370,true,173790,173790,173790,173790
true,151740,151740,151740,151740,true,151740,151740,151740,151740,true,151740,151740,151740,151740
true,369759,369759,369759,369759,true,239008,239008,239008,239008,true,198724,198724,198724,198724
true,231780,231780,231780,231780,true,163115,163115,163115,163115,true,163115,163115,163115,163115
true,237077,237077,237077,237077,true,136148,136148,152501,152501,true,126197,126197,126197,126197
true,214162,214162,214162,214162,true,128297,128297,128297,128297,true,99385,99385,99385,99385
true,163720,163720,163720,163720,true,97390,97390,97390,97390,true,97390,97390,97390,97390
true,223586,223586,223586,223586,true,128568,128568,128568,128568,true,102025,102025,102025,102025
true,103504,103504,103504,103504,true,103504,103504,103504,103504,true,103504,103504,103504,103504
true,227600,227600,227600,227600,true,158592,158592,158592,158592,true,158592,158592,158592,158592
true,409486,409486,409486,409486,true,274624,274624,322982,322982,true,272492,272492,272492,272492
true,284742,284742,284742,284742,true,187218,187218,187218,187218,true,161334,161334,161334,161334
true,171120,171120,171120,171120,true,117041,117041,121090,121090,true,74584,74584,74584,74584
true,971034,971034,971034,971034,true,660030,660030,660030,660030,true,432705,432705,432705,432705
true,251652,251652,251652,251652,true,137208,137208,137208,137208,true,137208,137208,137208,137208
true,348570,348570,348570,348570,true,253845,253845,253845,253845,true,253845,253845,253845,253845
true,128471,128471,128471,128471,true,94619,94619,94619,94619,true,94619,94619,94619,94619
true,144240,144240,144240,144240,true,144240,144240,144240,144240,true,144240,144240,144240,144240
true,176688,176688,176688,176688,true,167492,167492,167492,167492,true,167492,167492,167492,167492
true,102213,102213,102213,102213,true,89217,89217,89217,89217,true,89217,89217,89217,89217
true,322044,322044,322044,322044,true,242880,242880,242880,242880,true,242880,242880,242880,242880
true,194787,194787,194787,194787,true,113727,113727,133488,133488,true,90621,90621,90621,90621
true,139096,139096,139096,139096,true,139096,139096,139096,139096,true,139096,139096,139096,139096
true,85560,85560,85560,85560,true,72096,72096,72096,72096,true,72096,72096,72096,72096
true,326128,326128,326128,326128,true,237776,237776,237776,237776,true,237776,237776,237776,237776
true,124338,124338,124338,124338,true,98526,98526,98526,98526,true,98526,98526,98526,98526
true,222882,222882,222882,222882,true,174735,174735,174735,174735,true,174735,174735,174735,174735
true,153856,153856,153856,153856,true,82704,82704,82704,82704,true,79382,79382,79382,79382
true,506575,506575,506575,506575,true,395830,395830,395830,395830,true,395830,395830,395830,395830
true,507519,507519,507519,507519,true,470008,470008,470008,470008,true,470008,470008,470008,470008
true,82950,82950,82950,82950,true,82950,82950,82950,82950,true,82950,82950,82950,82950
true,42190,42190,42190,42190,true,34525,34525,34525,34525,true,34525,34525,34525,34525
true,240980,240980,240980,240980,true,170184,170184,199320,199320,true,170184,170184,170184,170184
true,151503,151503,151503,151503,true,103968,103968,103968,103968,true,79648,79648,79648,79648
true,123516,123516,123516,123516,true,123516,123516,123516,123516,true,123516,123516,123516,123516
true,212630,212630,212630,212630,true,211284,211284,211284,211284,true,211284,211284,211284,211284
true,222544,222544,222544,222544,true,158284,158284,158284,158284,true,158284,158284,158284,158284
true,423529,423529,423529,423529,true,315818,315818,315818,315818,true,315818,315818,315818,315818
true,136152,136152,136152,136152,true,106920,106920,106920,106920,true,106920,106920,106920,106920
true,415225,415225,415225,415225,true,270011,270011,270011,270011,true,188751,188751,188751,188751
true,252420,252420,252420,252420,true,141778,141778,141778,141778,true,141778,141778,141778,141778
true,139230,139230,139230,139230,true,86220,86220,86220,86220,true,86220,86220,86220,86220
true,307398,307398,307398,307398,true,181734,181734,181734,181734,true,153300,153300,153300,153300
true,254501,254501,254501,254501,true,254501,254501,254501,254501,true,254501,254501,254501,254501
true,294330,294330,294330,294330,true,214032,214032,214032,214032,true,144716,144716,144716,144716
true,344916,344916,344916,344916,true,235224,235224,235224,235224,true,235224,235224,235224,235224
true,93258,93258,93258,93258,true,86820,86820,86820,86820,true,86820,86820,86820,86820
true,432048,432048,432048,432048,true,277080,277080,277080,277080,true,277080,277080,277080,277080
true,230153,230153,230153,230153,true,160930,160930,160930,160930,true,160930,160930,160930,160930
true,308336,308336,308336,308336,true,285446,285446,285446,285446,true,285446,285446,285446,285446
true,303296,303296,303296,303296,true,295335,295335,295335,295335,true,295335,295335,295335,295335
true,106314,106314,106314,106314,true,106314,106314,106314,106314,true,106314,106314,106314,106314
true,135272,135272,135272,135272,true,87760,87760,87760,87760,true,87760,87760,87760,87760
true,373320,373320,373320,373320,true,257148,257148,257148,257148,true,231840,231840,231840,231840
true,211644,211644,211644,211644,true,169632,169632,169632,169632,true,169632,169632,169632,169632
true,118638,118638,118638,118638,true,87195,87195,87195,87195,true,87195,87195,87195,87195
true,238476,238476,238476,238476,true,170208,170208,170208,170208,true,170208,170208,170208,170208
true,113472,113472,113472,113472,true,73305,73305,73305,73305,true,73305,73305,73305,73305
true,133450,133450,133450,133450,true,100152,100152,100152,100152,true,100152,100152,100152,100152
true,272160,272160,272160,272160,true,152232,152232,152232,152232,true,127488,127488,127488,127488
true,295470,295470,295470,295470,true,182140,182140,182140,182140,true,182140,182140,182140,182140
true,171585,171585,171585,171585,true,150750,150750,150750,150750,true,150750,150750,150750,150750
true,171240,171240,171240,171240,true,171240,171240,171240,171240,true,171240,171240,171240,171240
true,314070,314070,314070,314070,true,197955,197955,197955,197955,true,197955,197955,197955,197955
true,154845,154845,154845,154845,true,97893,97893,97893,97893,true,97893,97893,97893,97893
true,111155,111155,111155,111155,true,88825,88825,88825,88825,true,88825,88825,88825,88825
true,189840,189840,189840,189840,true,162932,162932,162932,162932,true,162932,162932,162932,162932
true,365360,365360,365360,365360,true,247968,247968,247968,247968,true,247968,247968,247968,247968
true,97786,97786,97786,97786,true,80379,80379,80379,80379,true,70525,70525,70525,70525
true,204012,204012,204012,204012,true,170496,170496,170496,170496,true,170496,170496,170496,170496
true,84623,84623,84623,84623,true,84623,84623,84623,84623,true,84623,84623,84623,84623
true,48576,48576,48576,48576,true,40320,40320,40320,40320,true,40320,40320,40320,40320
true,417672,417672,417672,417672,true,365742,365742,365742,365742,true,365742,365742,365742,365742
true,120030,120030,120030,120030,true,72290,72290,74730,74730,true,69321,69321,69321,69321
true,379464,379464,379464,379464,true,250200,250200,287784,287784,true,250200,250200,250200,250200
true,357456,357456,357456,357456,true,309798,309798,309798,309798,true,309798,309798,309798,309798
true,236440,236440,236440,236440,true,148250,148250,148250,148250,true,114020,114020,114020,114020
true,368720,368720,368720,368720,true,221856,221856,221856,221856,true,196724,196724,196724,196724
true,146292,146292,146292,146292,true,103536,103536,103536,103536,true,103536,103536,103536,103536
true,210958,210958,210958,210958,true,120076,120076,120076,120076,true,120076,120076,120076,120076
true,393351,393351,393351,393351,true,242697,242697,289065,289065,true,242697,242697,242697,242697
true,114880,114880,114880,114880,true,108736,108736,108736,108736,true,108736,108736,108736,108736
true,349945,349945,349945,349945,true,285294,285294,285294,285294,true,235560,235560,235560,235560
true,385260,385260,385260,385260,true,254730,254730,254730,254730,true,254730,254730,254730,254730
true,173068,173068,173068,173068,true,145229,145229,145229,145229,true,145229,145229,145229,145229
true,356452,356452,356452,356452,true,209391,209391,265671,265671,true,209391,209391,209391,209391
true,169932,169932,169932,169932,true,147132,147132,147132,147132,true,147132,147132,147132,147132
true,337380,337380,337380,337380,true,299625,299625,299625,299625,true,299625,299625,299625,299625
true,356991,356991,356991,356991,true,202065,202065,202065,202065,true,202065,202065,202065,202065
true,90500,90500,90500,90500,true,90500,90500,90500,90500,true,90500,90500,90500,90500
true,229515,229515,229515,229515,true,123354,123354,123354,123354,true,123354,123354,123354,123354
true,156016,156016,156016,156016,true,156016,156016,156016,156016,true,156016,156016,156016,156016
true,201541,201541,201541,201541,true,124789,124789,141625,141625,true,94589,94589,94589,94589
true,120816,120816,120816,120816,true,101496,101496,101496,101496,true,85052,85052,85052,85052
true,474658,474658,474658,474658,true,304059,304059,304059,304059,true,281600,281600,281600,281600
true,96440,96440,96440,96440,true,55850,55850,55850,55850,true,55850,55850,55850,55850
true,184965,184965,184965,184965,true,108460,108460,108460,108460,true,108460,108460,108460,108460
true,172900,172900,172900,172900,true,115605,115605,115605,115605,true,87295,87295,87295,87295
true,352242,352242,352242,352242,true,239862,239862,239862,239862,true,200900,200900,200900,200900
true,178992,178992,178992,178992,true,159525,159525,159525,159525,true,159525,159525,159525,159525
true,267568,267568,267568,267568,true,266145,266145,266145,266145,true,266145,266145,266145,266145
true,138719,138719,138719,138719,true,138719,138719,138719,138719,true,138719,138719,138719,138719
true,522301,522301,522301,522301,true,342768,342768,379740,379740,true,317201,317201,317201,317201
true,98890,98890,98890,98890,true,80975,80975,80975,80975,true,80975,80975,80975,80975
true,68595,68595,68595,68595,true,68595,68595,68595,68595,true,68595,68595,68595,68595
true,409772,409772,409772,409772,true,279620,279620,286594,286594,true,239118,239118,239118,239118
