BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2
true,140574,140574,140574,140574,true,100187,100187,100187,100187
true,251880,251880,251880,251880,true,182880,182880,182880,182880
true,268125,268125,268125,268125,true,255808,255808,255808,255808
true,262800,262800,262800,262800,true,216984,216984,216984,216984
true,88896,88896,88896,88896,true,88896,88896,88896,88896
true,255379,255379,255379,255379,true,255379,255379,255379,255379
true,98970,98970,98970,98970,true,98970,98970,98970,98970
true,337872,337872,337872,337872,true,326176,326176,326176,326176
true,286154,286154,286154,286154,true,286154,286154,286154,286154
true,60420,60420,60420,60420,true,52776,52776,52776,52776
true,131192,131192,131192,131192,true,131192,131192,131192,131192
true,41776,41776,41776,41776,true,29808,29808,29808,29808
true,438256,438256,438256,438256,true,310016,310016,310016,310016
true,282261,282261,282261,282261,true,205464,205464,205464,205464
true,152040,152040,152040,152040,true,152040,152040,152040,152040
true,266730,266730,266730,266730,true,266730,266730,266730,266730
true,45248,45248,45248,45248,true,31535,31535,31535,31535
true,123592,123592,123592,123592,true,123592,123592,123592,123592
true,393120,393120,393120,393120,true,288576,288576,288576,288576
true,189288,189288,189288,189288,true,187590,187590,187590,187590
true,425740,425740,425740,425740,true,287504,287504,287504,287504
true,76482,76482,76482,76482,true,76482,76482,76482,76482
true,48942,48942,48942,48942,true,48942,48942,48942,48942
true,197249,197249,197249,197249,true,197249,197249,197249,197249
true,57170,57170,57170,57170,true,48765,48765,48765,48765
true,249048,249048,249048,249048,true,249048,249048,249048,249048
true,267500,267500,267500,267500,true,201768,201768,201768,201768
true,200340,200340,200340,200340,true,131028,131028,131028,131028
true,194880,194880,194880,194880,true,187587,187587,187587,187587
true,95928,95928,95928,95928,true,62196,62196,62196,62196
true,55625,55625,55625,55625,true,40265,40265,40265,40265
true,340860,340860,340860,340860,true,257400,257400,257400,257400
true,318612,318612,318612,318612,true,197400,197400,197400,197400
true,76806,76806,76806,76806,true,76806,76806,76806,76806
true,240270,240270,240270,240270,true,222450,222450,222450,222450
true,89465,89465,89465,89465,true,49345,49345,49345,49345
true,178290,178290,178290,178290,true,96510,96510,96510,96510
true,119845,119845,119845,119845,true,72688,72688,72688,72688
true,185100,185100,185100,185100,true,185100,185100,185100,185100
true,401820,401820,401820,401820,true,225600,225600,225600,225600
true,345460,345460,345460,345460,true,304500,304500,304500,304500
true,353350,353350,353350,353350,true,280371,280371,280371,280371
true,341075,341075,341075,341075,true,259347,259347,259347,259347
true,33670,33670,33670,33670,true,25750,25750,25750,25750
true,295344,295344,295344,295344,true,295344,295344,295344,295344
true,68454,68454,68454,68454,true,53844,53844,53844,53844
true,100888,100888,100888,100888,true,100888,100888,100888,100888
true,229000,229000,229000,229000,true,229000,229000,229000,229000
true,35630,35630,35630,35630,true,35630,35630,35630,35630
true,285304,285304,285304,285304,true,218956,218956,218956,218956
true,140556,140556,140556,140556,true,133198,133198,133198,133198
true,558792,558792,558792,558792,true,401470,401470,401470,401470
true,114136,114136,114136,114136,true,79128,79128,79128,79128
true,321252,321252,321252,321252,true,194280,194280,194280,194280
true,408828,408828,408828,408828,true,268026,268026,268026,268026
true,51863,51863,51863,51863,true,47138,47138,47138,47138
true,120747,120747,120747,120747,true,70290,70290,70290,70290
true,240180,240180,240180,240180,true,150405,150405,150405,150405
true,440224,440224,440224,440224,true,367648,367648,367648,367648
true,123488,123488,123488,123488,true,105264,105264,105264,105264
true,334191,334191,334191,334191,true,275286,275286,275286,275286
true,232446,232446,232446,232446,true,163552,163552,163552,163552
true,143680,143680,143680,143680,true,84800,84800,84800,84800
true,333784,333784,333784,333784,true,251812,251812,251812,251812
true,288750,288750,288750,288750,true,288750,288750,288750,288750
true,56832,56832,56832,56832,true,56832,56832,56832,56832
true,23880,23880,23880,23880,true,17412,17412,17412,17412
true,141390,141390,141390,141390,true,90480,90480,90480,90480
true,185792,185792,185792,185792,true,128608,128608,128608,128608
true,154545,154545,154545,154545,true,89475,89475,89475,89475
true,346932,346932,346932,346932,true,230575,230575,230575,230575
true,48315,48315,48315,48315,true,36170,36170,36170,36170
true,42489,42489,42489,42489,true,42489,42489,42489,42489
true,70448,70448,70448,70448,true,50544,50544,50544,50544
true,232272,232272,232272,232272,true,232272,232272,232272,232272
true,100040,100040,100040,100040,true,93870,93870,93870,93870
true,68894,68894,68894,68894,true,68894,68894,68894,68894
true,114330,114330,114330,114330,true,113895,113895,113895,113895
true,98577,98577,98577,98577,true,87687,87687,87687,87687
true,352080,352080,352080,352080,true,236328,236328,236328,236328
true,183370,183370,183370,183370,true,149293,149293,149293,149293
true,43485,43485,43485,43485,true,43485,43485,43485,43485
true,95130,95130,95130,95130,true,56508,56508,56508,56508
true,257760,257760,257760,257760,true,168768,168768,168768,168768
true,150912,150912,150912,150912,true,150912,150912,150912,150912
true,200688,200688,200688,200688,true,200688,200688,200688,200688
true,147008,147008,147008,147008,true,147008,147008,147008,147008
true,252415,252415,252415,252415,true,252415,252415,252415,252415
true,428127,428127,428127,428127,true,385720,385720,385720,385720
true,163956,163956,163956,163956,true,163956,163956,163956,163956
true,128337,128337,128337,128337,true,108524,108524,108524,108524
true,635364,635364,635364,635364,true,444996,444996,444996,444996
true,113580,113580,113580,113580,true,75756,75756,75756,75756
true,32616,32616,32616,32616,true,32616,32616,32616,32616
true,96606,96606,96606,96606,true,52830,52830,52830,52830
true,54600,54600,54600,54600,true,36462,36462,36462,36462
true,144180,144180,144180,144180,true,92025,92025,92025,92025
true,224316,224316,224316,224316,true,224316,224316,224316,224316
true,55260,55260,55260,55260,true,53280,53280,53280,53280
true,149684,149684,149684,149684,true,140139,140139,140139,140139
true,187681,187681,187681,187681,true,152800,152800,152800,152800
true,39800,39800,39800,39800,true,27975,27975,27975,27975
true,113724,113724,113724,113724,true,113724,113724,113724,113724
true,151632,151632,151632,151632,true,151632,151632,151632,151632
true,156168,156168,156168,156168,true,128796,128796,128796,128796
true,495573,495573,495573,495573,true,425139,425139,425139,425139
true,100485,100485,100485,100485,true,100485,100485,100485,100485
true,278880,278880,278880,278880,true,155648,155648,155648,155648
true,131832,131832,131832,131832,true,122316,122316,122316,122316
true,87984,87984,87984,87984,true,73336,73336,73336,73336
true,463716,463716,463716,463716,true,424956,424956,424956,424956
true,161318,161318,161318,161318,true,157464,157464,157464,157464
true,376280,376280,376280,376280,true,304110,304110,304110,304110
true,50832,50832,50832,50832,true,40464,40464,40464,40464
true,185292,185292,185292,185292,true,183582,183582,183582,183582
true,248202,248202,248202,248202,true,190946,190946,190946,190946
true,105010,105010,105010,105010,true,62480,62480,62480,62480
true,208607,208607,208607,208607,true,164543,164543,164543,164543
true,104142,104142,104142,104142,true,104142,104142,104142,104142
true,143241,143241,143241,143241,true,86868,86868,86868,86868
true,67840,67840,67840,67840,true,67840,67840,67840,67840
true,118846,118846,118846,118846,true,88023,88023,88023,88023
true,102949,102949,102949,102949,true,102949,102949,102949,102949
true,36534,36534,36534,36534,true,36534,36534,36534,36534
true,216928,216928,216928,216928,true,216928,216928,216928,216928
true,81543,81543,81543,81543,true,81543,81543,81543,81543
true,384890,384890,384890,384890,true,384890,384890,384890,384890
true,104385,104385,104385,104385,true,90030,90030,90030,90030
true,77280,77280,77280,77280,true,41922,41922,41922,41922
true,75128,75128,75128,75128,true,53520,53520,53520,53520
true,306944,306944,306944,306944,true,222420,222420,222420,222420
true,68376,68376,68376,68376,true,48088,48088,48088,48088
true,47475,47475,47475,47475,true,27900,27900,27900,27900
true,212786,212786,212786,212786,true,131400,131400,131400,131400
true,85840,85840,85840,85840,true,85840,85840,85840,85840
true,134280,134280,134280,134280,true,123648,123648,123648,123648
true,219665,219665,219665,219665,true,172998,172998,172998,172998
true,126992,126992,126992,126992,true,74536,74536,74536,74536
true,247950,247950,247950,247950,true,138180,138180,138180,138180
true,57975,57975,57975,57975,true,48045,48045,48045,48045
true,82166,82166,82166,82166,true,42952,42952,42952,42952
true,60011,60011,60011,60011,true,60011,60011,60011,60011
true,196614,196614,196614,196614,true,170154,170154,170154,170154
true,146244,146244,146244,146244,true,146244,146244,146244,146244
true,157080,157080,157080,157080,true,141645,141645,141645,141645
true,118470,118470,118470,118470,true,118470,118470,118470,118470
true,101983,101983,101983,101983,true,101983,101983,101983,101983
true,240062,240062,240062,240062,true,219066,219066,219066,219066
true,302400,302400,302400,302400,true,302400,302400,302400,302400
true,120329,120329,120329,120329,true,120329,120329,120329,120329
true,118587,118587,118587,118587,true,118587,118587,118587,118587
true,361314,361314,361314,361314,true,248400,248400,248400,248400
true,55392,55392,55392,55392,true,55392,55392,55392,55392
true,57050,57050,57050,57050,true,57050,57050,57050,57050
true,572212,572212,572212,572212,true,382812,382812,382812,382812
true,196916,196916,196916,196916,true,145673,145673,145673,145673
true,51354,51354,51354,51354,true,30462,30462,30462,30462
true,181412,181412,181412,181412,true,151800,151800,151800,151800
true,347864,347864,347864,347864,true,330440,330440,330440,330440
true,68943,68943,68943,68943,true,68943,68943,68943,68943
true,662970,662970,662970,662970,true,376915,376915,376915,376915
true,274032,274032,274032,274032,true,230094,230094,230094,230094
true,62120,62120,62120,62120,true,62120,62120,62120,62120
true,308280,308280,308280,308280,true,193116,193116,193116,193116
true,228384,228384,228384,228384,true,169643,169643,169643,169643
true,37265,37265,37265,37265,true,37265,37265,37265,37265
true,111826,111826,111826,111826,true,111826,111826,111826,111826
true,248784,248784,248784,248784,true,165480,165480,165480,165480
true,82656,82656,82656,82656,true,82656,82656,82656,82656
true,386892,386892,386892,386892,true,380292,380292,380292,380292
true,64345,64345,64345,64345,true,64345,64345,64345,64345
true,514569,514569,514569,514569,true,362340,362340,362340,362340
true,92130,92130,92130,92130,true,84960,84960,84960,84960
true,72475,72475,72475,72475,true,42760,42760,42760,42760
true,478905,478905,478905,478905,true,360195,360195,360195,360195
true,60564,60564,60564,60564,true,60350,60350,60350,60350
true,204588,204588,204588,204588,true,182820,182820,182820,182820
true,436358,436358,436358,436358,true,279006,279006,279006,279006
true,107382,107382,107382,107382,true,70851,70851,70851,70851
true,96318,96318,96318,96318,true,62883,62883,62883,62883
true,199854,199854,199854,199854,true,199854,199854,199854,199854
true,98880,98880,98880,98880,true,98550,98550,98550,98550
true,190442,190442,190442,190442,true,157550,157550,157550,157550
true,356959,356959,356959,356959,true,265384,265384,265384,265384
true,120974,120974,120974,120974,true,108524,108524,108524,108524
true,152528,152528,152528,152528,true,115952,115952,115952,115952
true,488696,488696,488696,488696,true,321408,321408,321408,321408
true,197770,197770,197770,197770,true,106490,106490,106490,106490
true,107712,107712,107712,107712,true,77598,77598,77598,77598
true,305233,305233,305233,305233,true,235182,235182,235182,235182
true,272106,272106,272106,272106,true,264328,264328,264328,264328
true,601260,601260,601260,601260,true,392128,392128,392128,392128
true,216304,216304,216304,216304,true,142443,142443,142443,142443
true,50915,50915,50915,50915,true,50915,50915,50915,50915
true,90800,90800,90800,90800,true,75810,75810,75810,75810
true,514148,514148,514148,514148,true,312936,312936,312936,312936
true,113625,113625,113625,113625,true,91791,91791,91791,91791
true,143280,143280,143280,143280,true,111516,111516,111516,111516
true,90000,90000,90000,90000,true,54258,54258,54258,54258
true,124131,124131,124131,124131,true,91800,91800,91800,91800
true,88815,88815,88815,88815,true,82290,82290,82290,82290
true,292361,292361,292361,292361,true,292361,292361,292361,292361
true,146566,146566,146566,146566,true,146566,146566,146566,146566
true,118053,118053,118053,118053,true,118053,118053,118053,118053
true,72480,72480,72480,72480,true,72480,72480,72480,72480
true,189023,189023,189023,189023,true,167518,167518,167518,167518
true,104144,104144,104144,104144,true,87180,87180,87180,87180
true,106327,106327,106327,106327,true,83291,83291,83291,83291
true,371344,371344,371344,371344,true,295492,295492,295492,295492
true,58855,58855,58855,58855,true,58855,58855,58855,58855
true,179100,179100,179100,179100,true,108912,108912,108912,108912
true,49910,49910,49910,49910,true,49910,49910,49910,49910
true,116991,116991,116991,116991,true,68628,68628,68628,68628
true,165688,165688,165688,165688,true,156448,156448,156448,156448
true,160180,160180,160180,160180,true,123152,123152,123152,123152
true,229800,229800,229800,229800,true,229800,229800,229800,229800
