BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5
true,471646,471646,471646,471646,true,296814,296814,348376,348376,true,254674,254674,296814,296814,true,254674,254674,254674,254674,true,254674,254674,254674,254674
true,178550,178550,178550,178550,true,133930,133930,152500,152500,true,130250,130250,133930,133930,true,130250,130250,130250,130250,true,130250,130250,130250,130250
true,230312,230312,230312,230312,true,157408,157692,162600,162600,true,121928,121928,121928,121928,true,121928,121928,121928,121928,true,121928,121928,121928,121928
true,358250,358250,358250,358250,true,251020,251020,251020,251020,true,214174,214174,214174,214174,true,214174,214174,214174,214174,true,214174,214174,214174,214174
true,244804,244804,244804,244804,true,202307,202307,202307,202307,true,189651,189651,189651,189651,true,189651,189651,189651,189651,true,189651,189651,189651,189651
true,907732,907732,907732,907732,true,642480,642480,655520,655520,true,574106,574106,574106,574106,true,574106,574106,574106,574106,true,574106,574106,574106,574106
true,183036,183036,183036,183036,true,112590,116016,118518,118518,true,101970,101970,101970,101970,true,101970,101970,101970,101970,true,101970,101970,101970,101970
true,489272,489272,489272,489272,true,309302,309302,309302,309302,true,309302,309302,309302,309302,true,309302,309302,309302,309302,true,309302,309302,309302,309302
true,186504,186504,186504,186504,true,120294,120294,120294,120294,true,120294,120294,120294,120294,true,120294,120294,120294,120294,true,120294,120294,120294,120294
true,482201,482201,482201,482201,true,362273,362273,362273,362273,true,362273,362273,362273,362273,true,362273,362273,362273,362273,true,362273,362273,362273,362273
true,94660,94660,94660,94660,true,66538,66538,67635,67635,true,66538,66538,66538,66538,true,66538,66538,66538,66538,true,66538,66538,66538,66538
true,219926,219926,219926,219926,true,121282,121282,121282,121282,true,121282,121282,121282,121282,true,121282,121282,121282,121282,true,121282,121282,121282,121282
true,193557,193557,193557,193557,true,98476,98476,98476,98476,true,98476,98476,98476,98476,true,98476,98476,98476,98476,true,98476,98476,98476,98476
true,261191,261191,261191,261191,true,135394,135394,135394,135394,true,135394,135394,135394,135394,true,135394,135394,135394,135394,true,135394,135394,135394,135394
true,173358,173358,173358,173358,true,152857,154836,158190,158190,true,143690,143690,143690,143690,true,143690,143690,143690,143690,true,143690,143690,143690,143690
true,122298,122298,122298,122298,true,88506,88506,100368,100368,true,88506,88506,88506,88506,true,88506,88506,88506,88506,true,88506,88506,88506,88506
true,710619,710619,710619,710619,true,392274,392274,392274,392274,true,345306,345306,345306,345306,true,345306,345306,345306,345306,true,345306,345306,345306,345306
true,282260,282260,282260,282260,true,183095,183095,183095,183095,true,171798,171798,171798,171798,true,171798,171798,171798,171798,true,171798,171798,171798,171798
true,260340,260340,260340,260340,true,227004,227004,227004,227004,true,174841,174841,174841,174841,true,174841,174841,174841,174841,true,174841,174841,174841,174841
true,523875,523875,523875,523875,true,355279,385590,385590,385590,true,267795,267795,267795,267795,true,238257,238257,238257,238257,true,238257,238257,238257,238257
true,133970,133970,133970,133970,true,97175,97175,101265,101265,true,97175,97175,97175,97175,true,97175,97175,97175,97175,true,97175,97175,97175,97175
true,144487,144487,144487,144487,true,100716,100716,100716,100716,true,97930,97930,97930,97930,true,97930,97930,97930,97930,true,97930,97930,97930,97930
true,197742,197742,197742,197742,true,113661,113737,128621,128621,true,82633,82633,89072,89072,true,69165,69165,69165,69165,true,69165,69165,69165,69165
true,236208,236208,236208,236208,true,135856,135856,135856,135856,true,109120,109120,109120,109120,true,109120,109120,109120,109120,true,109120,109120,109120,109120
true,139986,139986,139986,139986,true,86640,87636,94896,94896,true,76692,76692,76692,76692,true,76692,76692,76692,76692,true,76692,76692,76692,76692
true,250316,250316,250316,250316,true,151580,151580,151580,151580,true,151580,151580,151580,151580,true,151580,151580,151580,151580,true,151580,151580,151580,151580
true,267957,267957,267957,267957,true,184878,184878,191233,191233,true,142128,142128,142128,142128,true,136480,136480,136480,136480,true,133035,133035,133035,133035
true,600060,600060,600060,600060,true,317640,317640,317640,317640,true,253236,253236,303220,303220,true,234100,234100,234100,234100,true,234100,234100,234100,234100
true,179634,179634,179634,179634,true,173929,173929,173929,173929,true,173929,173929,173929,173929,true,173929,173929,173929,173929,true,173929,173929,173929,173929
true,377652,377652,377652,377652,true,208164,208164,210432,210432,true,208164,208164,208164,208164,true,208164,208164,208164,208164,true,208164,208164,208164,208164
true,161680,161680,161680,161680,true,125265,125265,134355,134355,true,105775,105775,114865,114865,true,105775,105775,105775,105775,true,105775,105775,105775,105775
true,313095,313095,313095,313095,true,200067,200067,200067,200067,true,184230,184230,184230,184230,true,184230,184230,184230,184230,true,184230,184230,184230,184230
true,239988,239988,239988,239988,true,154496,154496,162944,162944,true,154496,154496,154496,154496,true,154496,154496,154496,154496,true,154496,154496,154496,154496
true,284992,284992,284992,284992,true,248064,248064,248064,248064,true,248064,248064,248064,248064,true,248064,248064,248064,248064,true,248064,248064,248064,248064
true,172921,172921,172921,172921,true,110131,110131,120736,120736,true,110131,110131,110131,110131,true,110131,110131,110131,110131,true,110131,110131,110131,110131
true,140623,140623,140623,140623,true,72933,72933,72933,72933,true,72933,72933,72933,72933,true,72933,72933,72933,72933,true,72933,72933,72933,72933
true,797888,797888,797888,797888,true,465452,486000,541002,541002,true,358875,358875,358875,358875,true,358875,358875,358875,358875,true,358875,358875,358875,358875
true,190746,190746,190746,190746,true,153636,153636,153636,153636,true,153636,153636,153636,153636,true,153636,153636,153636,153636,true,153636,153636,153636,153636
true,217931,217931,217931,217931,true,151627,151627,151627,151627,true,149056,149056,149056,149056,true,149056,149056,149056,149056,true,149056,149056,149056,149056
true,328549,328549,328549,328549,true,190792,190792,227435,227435,true,155923,155923,155923,155923,true,155923,155923,155923,155923,true,155923,155923,155923,155923
true,178120,178120,178120,178120,true,120320,120320,120320,120320,true,107728,107728,107728,107728,true,107728,107728,107728,107728,true,107728,107728,107728,107728
true,122292,122292,122292,122292,true,81090,81090,90234,90234,true,81090,81090,81090,81090,true,81090,81090,81090,81090,true,81090,81090,81090,81090
true,222972,222972,222972,222972,true,132504,132504,132504,132504,true,132504,132504,132504,132504,true,132504,132504,132504,132504,true,132504,132504,132504,132504
true,455220,455220,455220,455220,true,261396,261396,261396,261396,true,217440,217440,217440,217440,true,217440,217440,217440,217440,true,217440,217440,217440,217440
true,250236,250236,250236,250236,true,191760,191760,191760,191760,true,180084,180084,180084,180084,true,180084,180084,180084,180084,true,180084,180084,180084,180084
true,372853,372853,372853,372853,true,226697,244816,267696,267696,true,163696,163696,163696,163696,true,163696,163696,163696,163696,true,163696,163696,163696,163696
true,173272,173272,173272,173272,true,147491,147491,147491,147491,true,147491,147491,147491,147491,true,147491,147491,147491,147491,true,147491,147491,147491,147491
true,1121673,1121673,1121673,1121673,true,668501,668501,745364,745364,true,508121,508121,535833,535833,true,478140,478140,478140,478140,true,478140,478140,478140,478140
true,285311,285311,285311,285311,true,181662,191695,196693,196693,true,137751,137751,137751,137751,true,137751,137751,137751,137751,true,137751,137751,137751,137751
true,461734,461734,461734,461734,true,263856,279226,292642,292642,true,194506,194558,232292,232292,true,186184,186184,186184,186184,true,186184,186184,186184,186184
true,144750,144750,144750,144750,true,101315,101315,101315,101315,true,101315,101315,101315,101315,true,101315,101315,101315,101315,true,101315,101315,101315,101315
true,209796,209796,209796,209796,true,154314,154314,160686,160686,true,154314,154314,154314,154314,true,154314,154314,154314,154314,true,154314,154314,154314,154314
true,220264,220264,220264,220264,true,132088,132088,138776,138776,true,126830,126830,129921,129921,true,126830,126830,126830,126830,true,126830,126830,126830,126830
true,124505,124505,124505,124505,true,98505,98505,101865,101865,true,93258,93258,96618,96618,true,93258,93258,93258,93258,true,93258,93258,93258,93258
true,136094,136094,136094,136094,true,98355,98355,102361,102361,true,86408,86408,86408,86408,true,86408,86408,86408,86408,true,86408,86408,86408,86408
true,308290,308290,308290,308290,true,174800,176055,196157,196157,true,124562,124562,166000,166000,true,121248,121248,121875,121875,true,121248,121248,121248,121248
true,712602,712602,712602,712602,true,451880,451880,451880,451880,true,395220,395220,395220,395220,true,395220,395220,395220,395220,true,395220,395220,395220,395220
true,293028,293028,293028,293028,true,202560,202560,202560,202560,true,171513,171513,171513,171513,true,171513,171513,171513,171513,true,171513,171513,171513,171513
true,457016,457016,457016,457016,true,312001,312001,312001,312001,true,290976,290976,312001,312001,true,290976,290976,290976,290976,true,290976,290976,290976,290976
true,348795,348795,348795,348795,true,224224,224224,246165,246165,true,184080,184080,184080,184080,true,184080,184080,184080,184080,true,184080,184080,184080,184080
true,141200,141200,141200,141200,true,108860,109290,113735,113735,true,99570,99570,99570,99570,true,99570,99570,99570,99570,true,99570,99570,99570,99570
true,206016,206016,206016,206016,true,183342,183342,183342,183342,true,183342,183342,183342,183342,true,183342,183342,183342,183342,true,183342,183342,183342,183342
true,383658,383658,383658,383658,true,310607,310607,310607,310607,true,310607,310607,310607,310607,true,310607,310607,310607,310607,true,310607,310607,310607,310607
true,262030,262030,262030,262030,true,228970,228970,238790,238790,true,228970,228970,228970,228970,true,228970,228970,228970,228970,true,228970,228970,228970,228970
true,108702,108702,108702,108702,true,62194,62194,67158,67158,true,57538,57538,62194,62194,true,57538,57538,57538,57538,true,57538,57538,57538,57538
true,457968,457968,457968,457968,true,308496,308496,339952,339952,true,276384,276384,287836,287836,true,276384,276384,276384,276384,true,276384,276384,276384,276384
true,559000,559000,559000,559000,true,353425,353425,353425,353425,true,353425,353425,353425,353425,true,353425,353425,353425,353425,true,353425,353425,353425,353425
true,131205,131205,131205,131205,true,104190,104190,104190,104190,true,104190,104190,104190,104190,true,104190,104190,104190,104190,true,104190,104190,104190,104190
true,165540,165540,165540,165540,true,92260,92260,107466,107466,true,79585,79585,90816,90816,true,79585,79585,79585,79585,true,79585,79585,79585,79585
true,409644,409644,409644,409644,true,236820,238080,276332,276332,true,177484,177484,210772,210772,true,177484,177484,177484,177484,true,177484,177484,177484,177484
true,371535,371535,371535,371535,true,238303,238303,238303,238303,true,225400,225400,225400,225400,true,221528,221528,225400,225400,true,221528,221528,221528,221528
true,576963,576963,576963,576963,true,361748,361748,364428,364428,true,277391,277391,280676,280676,true,276536,276536,276536,276536,true,276536,276536,276536,276536
true,707889,707889,707889,707889,true,458275,458275,468143,468143,true,422244,422244,436986,436986,true,422244,422244,422244,422244,true,422244,422244,422244,422244
true,195000,195000,195000,195000,true,129952,129952,129952,129952,true,129952,129952,129952,129952,true,129952,129952,129952,129952,true,129952,129952,129952,129952
true,757407,757407,757407,757407,true,451958,451958,456872,456872,true,365643,365643,422940,422940,true,307720,307720,307720,307720,true,307720,307720,307720,307720
true,311304,311304,311304,311304,true,207416,207416,236280,236280,true,207416,207416,207416,207416,true,207416,207416,207416,207416,true,207416,207416,207416,207416
true,224987,224987,224987,224987,true,162988,162988,162988,162988,true,162988,162988,162988,162988,true,162988,162988,162988,162988,true,162988,162988,162988,162988
true,560364,560364,560364,560364,true,406977,427308,427308,427308,true,322767,322767,322767,322767,true,322767,322767,322767,322767,true,322767,322767,322767,322767
true,462384,462384,462384,462384,true,277485,285597,337506,337506,true,213512,213512,213512,213512,true,200224,200224,200224,200224,true,200224,200224,200224,200224
true,470532,470532,470532,470532,true,334466,334466,334466,334466,true,294364,294364,294364,294364,true,294364,294364,294364,294364,true,294364,294364,294364,294364
