BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4
true,88434,88434,88434,88434,true,59370,59580,59580,59580,true,55824,55824,55824,55824,true,55824,55824,55824,55824
true,424074,424074,424074,424074,true,321663,321663,333528,333528,true,234660,234660,240750,240750,true,234660,234660,234660,234660
true,218817,218817,218817,218817,true,130428,130428,130428,130428,true,128574,128574,128574,128574,true,128574,128574,128574,128574
true,150996,150996,150996,150996,true,103542,103542,103542,103542,true,103542,103542,103542,103542,true,103542,103542,103542,103542
true,565383,565383,565383,565383,true,401831,401831,441788,441788,true,355810,355810,355810,355810,true,355810,355810,355810,355810
true,164157,164157,164157,164157,true,123886,123886,137134,137134,true,119907,119907,119907,119907,true,119907,119907,119907,119907
true,139750,139750,139750,139750,true,122675,122675,122675,122675,true,122675,122675,122675,122675,true,122675,122675,122675,122675
true,152175,152175,152175,152175,true,96973,108034,108034,108034,true,66094,66094,66094,66094,true,66094,66094,66094,66094
true,665925,665925,665925,665925,true,468725,468725,496950,496950,true,320527,320527,320527,320527,true,302622,302622,302622,302622
true,144282,144282,144282,144282,true,137220,137220,137220,137220,true,137220,137220,137220,137220,true,137220,137220,137220,137220
true,131975,131975,131975,131975,true,131975,131975,131975,131975,true,131975,131975,131975,131975,true,131975,131975,131975,131975
true,240045,240045,240045,240045,true,182689,182689,182689,182689,true,182689,182689,182689,182689,true,182689,182689,182689,182689
true,235900,235900,235900,235900,true,147100,147100,147100,147100,true,147100,147100,147100,147100,true,147100,147100,147100,147100
true,200664,200664,200664,200664,true,165645,165645,165645,165645,true,165645,165645,165645,165645,true,165645,165645,165645,165645
true,719256,719256,719256,719256,true,487656,487656,544680,544680,true,424422,424422,424422,424422,true,424422,424422,424422,424422
true,345173,345173,345173,345173,true,227810,227810,227810,227810,true,227810,227810,227810,227810,true,227810,227810,227810,227810
true,139293,139293,139293,139293,true,98980,98980,98980,98980,true,78078,78078,78078,78078,true,78078,78078,78078,78078
true,332358,332358,332358,332358,true,201942,201942,201942,201942,true,201942,201942,201942,201942,true,201942,201942,201942,201942
true,376567,376567,376567,376567,true,231115,231115,231319,231319,true,166199,166199,166199,166199,true,165971,165971,165971,165971
true,229716,229716,229716,229716,true,139284,139284,154494,154494,true,96708,96708,96708,96708,true,96708,96708,96708,96708
true,182252,182252,182252,182252,true,160482,160482,160482,160482,true,140280,140280,140280,140280,true,140280,140280,140280,140280
true,202632,202632,202632,202632,true,157848,157848,178908,178908,true,157848,157848,157848,157848,true,157848,157848,157848,157848
true,116304,116304,116304,116304,true,70470,70470,82878,82878,true,43740,43740,49722,49722,true,43740,43740,43740,43740
true,114420,114420,114420,114420,true,99861,99861,99861,99861,true,99861,99861,99861,99861,true,99861,99861,99861,99861
true,276750,276750,276750,276750,true,223470,223470,223470,223470,true,223470,223470,223470,223470,true,223470,223470,223470,223470
true,480658,480658,480658,480658,true,277478,277478,292918,292918,true,210710,210710,274782,274782,true,195538,195538,195538,195538
true,454880,454880,454880,454880,true,310810,310810,331460,331460,true,252330,252330,267688,267688,true,216950,216950,216950,216950
true,316400,316400,316400,316400,true,231490,231490,231490,231490,true,231490,231490,231490,231490,true,231490,231490,231490,231490
true,827630,827630,827630,827630,true,561056,561056,561056,561056,true,395966,395966,395966,395966,true,395486,395486,395486,395486
true,155826,155826,155826,155826,true,88998,88998,88998,88998,true,88998,88998,88998,88998,true,88998,88998,88998,88998
true,222190,222190,222190,222190,true,212990,212990,212990,212990,true,212990,212990,212990,212990,true,212990,212990,212990,212990
true,294126,294126,294126,294126,true,210892,210892,211176,211176,true,147960,147960,147960,147960,true,147960,147960,147960,147960
true,92052,92052,92052,92052,true,80136,80136,80136,80136,true,80136,80136,80136,80136,true,80136,80136,80136,80136
true,56355,56355,56355,56355,true,33505,33505,33505,33505,true,29202,29202,29202,29202,true,29202,29202,29202,29202
true,276034,276034,276034,276034,true,170753,170753,174185,174185,true,170753,170753,170753,170753,true,170753,170753,170753,170753
true,309950,309950,309950,309950,true,186110,186110,186110,186110,true,186110,186110,186110,186110,true,186110,186110,186110,186110
true,283514,283514,283514,283514,true,207989,207989,207989,207989,true,207989,207989,207989,207989,true,207989,207989,207989,207989
true,349426,349426,349426,349426,true,224550,225054,224550,224550,true,224550,224550,224550,224550,true,224550,224550,224550,224550
true,323535,323535,323535,323535,true,261900,261900,270915,270915,true,261900,261900,261900,261900,true,261900,261900,261900,261900
true,378120,378120,378120,378120,true,207360,207360,207360,207360,true,176700,176700,176700,176700,true,135774,135774,135774,135774
true,431150,431150,431150,431150,true,244850,244850,244850,244850,true,244850,244850,244850,244850,true,244850,244850,244850,244850
true,259150,259150,259150,259150,true,259150,259150,259150,259150,true,259150,259150,259150,259150,true,259150,259150,259150,259150
true,133780,133780,133780,133780,true,133780,133780,133780,133780,true,133780,133780,133780,133780,true,133780,133780,133780,133780
true,330904,330904,330904,330904,true,248690,248690,248690,248690,true,213234,213234,213234,213234,true,195884,195884,195884,195884
true,229850,229850,229850,229850,true,166700,166700,166700,166700,true,166700,166700,166700,166700,true,166700,166700,166700,166700
true,115380,115380,115380,115380,true,114095,114095,114095,114095,true,114095,114095,114095,114095,true,114095,114095,114095,114095
true,207312,207312,207312,207312,true,122514,122514,122514,122514,true,112455,112455,112455,112455,true,112455,112455,112455,112455
true,74555,74555,74555,74555,true,40260,40260,41150,41150,true,35820,35820,35820,35820,true,35820,35820,35820,35820
true,405900,405900,405900,405900,true,238100,238100,238100,238100,true,227020,227020,227020,227020,true,227020,227020,227020,227020
true,201947,201947,201947,201947,true,110178,110178,127146,127146,true,96930,96930,103113,103113,true,96930,96930,96930,96930
true,105530,105530,105530,105530,true,105530,105530,105530,105530,true,105530,105530,105530,105530,true,105530,105530,105530,105530
true,192416,192416,192416,192416,true,192416,192416,192416,192416,true,192416,192416,192416,192416,true,192416,192416,192416,192416
true,93190,93190,93190,93190,true,48180,48180,48180,48180,true,45970,45970,45970,45970,true,45970,45970,45970,45970
true,189490,189490,189490,189490,true,131818,131818,131818,131818,true,131818,131818,131818,131818,true,131818,131818,131818,131818
true,476469,476469,476469,476469,true,373254,373254,373254,373254,true,373254,373254,373254,373254,true,373254,373254,373254,373254
true,314061,314061,314061,314061,true,187044,187044,231528,231528,true,187044,187044,187044,187044,true,187044,187044,187044,187044
true,160416,160416,160416,160416,true,147864,147864,147864,147864,true,147864,147864,147864,147864,true,147864,147864,147864,147864
true,420224,420224,420224,420224,true,246212,246928,295490,295490,true,216388,216388,227492,227492,true,155060,155060,155060,155060
true,298287,298287,298287,298287,true,175032,188617,188617,188617,true,153373,153373,153373,153373,true,153373,153373,153373,153373
true,176351,176351,176351,176351,true,100880,100880,100880,100880,true,100880,100880,100880,100880,true,100880,100880,100880,100880
true,138083,138083,138083,138083,true,106172,106172,106172,106172,true,106172,106172,106172,106172,true,106172,106172,106172,106172
true,141108,141108,141108,141108,true,132468,132468,132468,132468,true,132468,132468,132468,132468,true,132468,132468,132468,132468
true,275400,275400,275400,275400,true,240497,240497,240497,240497,true,240497,240497,240497,240497,true,240497,240497,240497,240497
true,119964,119964,119964,119964,true,119964,119964,119964,119964,true,119964,119964,119964,119964,true,119964,119964,119964,119964
true,498654,498654,498654,498654,true,360768,360768,384838,384838,true,360768,360768,360768,360768,true,360768,360768,360768,360768
true,265867,265867,265867,265867,true,198265,198265,198265,198265,true,165735,165735,165735,165735,true,165735,165735,165735,165735
true,299559,299559,299559,299559,true,188409,188409,188409,188409,true,180934,180934,180934,180934,true,180934,180934,180934,180934
true,609580,609580,609580,609580,true,444960,444960,471411,471411,true,416980,416980,416980,416980,true,416980,416980,416980,416980
true,573091,573091,573091,573091,true,357290,366661,436040,436040,true,313605,313605,366661,366661,true,313605,313605,313605,313605
true,875874,875874,875874,875874,true,529697,529697,529697,529697,true,430878,430878,431936,431936,true,395520,395520,395520,395520
true,142866,142866,142866,142866,true,142866,142866,142866,142866,true,142866,142866,142866,142866,true,142866,142866,142866,142866
true,132504,132504,132504,132504,true,76272,76272,76272,76272,true,76272,76272,76272,76272,true,76272,76272,76272,76272
true,180313,180313,180313,180313,true,180313,180313,180313,180313,true,180313,180313,180313,180313,true,180313,180313,180313,180313
true,208904,208904,208904,208904,true,122264,122264,122264,122264,true,122264,122264,122264,122264,true,122264,122264,122264,122264
true,398593,398593,398593,398593,true,215059,215059,215059,215059,true,201467,201467,201467,201467,true,201467,201467,201467,201467
true,279516,279516,279516,279516,true,225204,225204,225204,225204,true,225204,225204,225204,225204,true,225204,225204,225204,225204
true,274780,274780,274780,274780,true,212570,212570,212570,212570,true,212570,212570,212570,212570,true,212570,212570,212570,212570
true,114235,114235,114235,114235,true,108174,108174,108174,108174,true,108174,108174,108174,108174,true,108174,108174,108174,108174
true,194391,194391,194391,194391,true,150516,150516,150516,150516,true,129036,129036,129036,129036,true,129036,129036,129036,129036
true,141492,141492,141492,141492,true,83754,83754,85608,85608,true,81246,81246,81246,81246,true,81246,81246,81246,81246
true,113883,113883,113883,113883,true,62720,62720,62720,62720,true,62720,62720,62720,62720,true,62720,62720,62720,62720
true,281976,281976,281976,281976,true,269328,269328,269328,269328,true,269328,269328,269328,269328,true,269328,269328,269328,269328
true,115674,115674,115674,115674,true,73062,73062,73062,73062,true,63534,63534,63534,63534,true,63534,63534,63534,63534
true,181752,181752,181752,181752,true,132984,132984,132984,132984,true,123424,123424,123424,123424,true,123424,123424,123424,123424
true,232980,232980,232980,232980,true,168905,168905,168905,168905,true,168905,168905,168905,168905,true,168905,168905,168905,168905
true,217500,217500,217500,217500,true,200232,200232,200232,200232,true,200232,200232,200232,200232,true,200232,200232,200232,200232
true,605940,605940,605940,605940,true,342200,342200,384482,384482,true,272012,272012,335736,335736,true,265680,265680,265680,265680
true,206904,206904,206904,206904,true,117328,117328,128248,128248,true,97856,100800,100800,100800,true,97856,97856,97856,97856
true,187026,187026,187026,187026,true,179697,179697,179697,179697,true,179697,179697,179697,179697,true,179697,179697,179697,179697
true,141323,141323,141323,141323,true,123144,123144,123144,123144,true,123144,123144,123144,123144,true,123144,123144,123144,123144
true,117036,117036,117036,117036,true,79392,79392,79392,79392,true,79392,79392,79392,79392,true,79392,79392,79392,79392
true,386412,386412,386412,386412,true,342657,342657,342657,342657,true,342657,342657,342657,342657,true,342657,342657,342657,342657
true,566398,566398,566398,566398,true,365125,365125,365125,365125,true,294655,294655,294655,294655,true,294655,294655,294655,294655
true,360270,360270,360270,360270,true,207880,207880,207880,207880,true,167360,167360,167360,167360,true,167360,167360,167360,167360
true,295668,295668,295668,295668,true,177630,177630,222708,222708,true,163740,163740,171144,171144,true,142254,142254,142254,142254
true,694298,694298,694298,694298,true,415752,415752,415752,415752,true,338492,338492,338492,338492,true,264225,264225,264225,264225
true,389186,389186,389186,389186,true,322742,322742,322742,322742,true,322742,322742,322742,322742,true,322742,322742,322742,322742
true,505638,505638,505638,505638,true,341790,341790,341790,341790,true,298515,298515,298515,298515,true,298515,298515,298515,298515
true,99120,99120,99120,99120,true,66224,66224,67776,67776,true,54213,54213,54213,54213,true,54213,54213,54213,54213
true,107425,107425,107425,107425,true,86225,86225,86225,86225,true,86225,86225,86225,86225,true,86225,86225,86225,86225
true,198112,198112,198112,198112,true,129800,129800,129800,129800,true,121280,121280,121280,121280,true,121280,121280,121280,121280
