BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7,BnB_BnB/8/finished,BnB_BnB/8,BnB_List/8,DP/8,DP_BnB/8
true,240550,240550,240550,240550,true,185465,185465,193925,193925,true,185465,185465,188765,188765,true,185465,185465,185465,185465,true,185465,185465,185465,185465,true,185465,185465,185465,185465,true,185465,185465,185465,185465,true,185465,185465,185465,185465
true,234474,234474,234474,234474,true,139944,139944,139944,139944,true,100512,100512,100512,100512,true,100512,100512,100512,100512,true,100512,100512,100512,100512,true,100512,100512,100512,100512,true,100512,100512,100512,100512,true,100512,100512,100512,100512
true,284424,284424,284424,284424,true,209952,210258,235596,235596,true,182628,182628,197421,197421,false,174148,174148,177249,177249,true,174148,174148,174148,174148,true,174148,174148,174148,174148,true,174148,174148,174148,174148,true,174148,174148,174148,174148
true,510133,510133,510133,510133,true,303627,308240,314444,314444,true,234962,234962,261096,261096,true,220501,221917,220501,220501,true,220501,220501,220501,220501,true,220501,220501,220501,220501,true,220501,220501,220501,220501,true,220501,220501,220501,220501
true,289116,289116,289116,289116,true,169290,173538,177282,177282,true,140448,142050,142050,142050,true,121638,123954,123954,123954,true,121638,121638,121638,121638,true,121638,121638,121638,121638,true,121638,121638,121638,121638,true,121638,121638,121638,121638
true,376389,376389,376389,376389,true,194076,194076,206811,206811,true,162072,163476,170332,170332,false,152559,152559,152559,152559,true,143676,143676,143676,143676,true,143676,143676,143676,143676,true,143676,143676,143676,143676,true,143676,143676,143676,143676
true,359550,359550,359550,359550,true,223200,223200,234222,234222,false,167454,169518,214470,214470,false,140646,143008,172978,172978,false,127770,128826,149298,149298,false,127770,127770,130578,130578,true,127770,127770,127770,127770,true,127770,127770,127770,127770
true,299340,299340,299340,299340,true,171624,171624,214374,214374,true,132398,132890,153912,153912,true,114786,114786,117012,117012,true,114786,114786,114786,114786,true,114786,114786,114786,114786,true,114786,114786,114786,114786,true,114786,114786,114786,114786
true,265050,265050,265050,265050,true,141792,146960,164128,164128,true,122444,122444,122444,122444,true,122444,122444,122444,122444,true,122444,122444,122444,122444,true,122444,122444,122444,122444,true,122444,122444,122444,122444,true,122444,122444,122444,122444
true,1005580,1005580,1005580,1005580,true,541692,551970,592944,592944,false,395660,413270,436160,436160,false,316132,323642,350800,350800,false,287980,290756,293100,293100,false,284856,287980,287980,287980,true,275928,275928,275928,275928,true,275928,275928,275928,275928
true,559812,559812,559812,559812,true,370714,377014,392260,392260,false,294000,294000,294000,294000,false,264184,264184,277264,277264,true,264184,264184,264184,264184,true,264184,264184,264184,264184,true,264184,264184,264184,264184,true,264184,264184,264184,264184
true,200585,200585,200585,200585,true,147960,148365,157955,157955,true,142170,142170,142170,142170,true,142170,142170,142170,142170,true,142170,142170,142170,142170,true,142170,142170,142170,142170,true,142170,142170,142170,142170,true,142170,142170,142170,142170
true,203905,203905,203905,203905,true,106964,108846,121080,121080,true,78377,81709,90245,90245,false,65665,65665,65665,65665,true,65665,65665,65665,65665,true,65665,65665,65665,65665,true,65665,65665,65665,65665,true,65665,65665,65665,65665
true,481520,481520,481520,481520,true,270340,271780,323930,323930,false,196960,197031,208270,208270,true,196960,196960,196960,196960,true,196960,196960,196960,196960,true,196960,196960,196960,196960,true,196960,196960,196960,196960,true,196960,196960,196960,196960
true,244205,244205,244205,244205,true,151406,151595,177675,177675,true,134864,134864,152015,152015,true,134864,134864,134864,134864,true,134864,134864,134864,134864,true,134864,134864,134864,134864,true,134864,134864,134864,134864,true,134864,134864,134864,134864
true,384990,384990,384990,384990,true,203560,204650,243323,243323,true,169020,169020,198950,198950,true,169020,169020,169020,169020,true,169020,169020,169020,169020,true,169020,169020,169020,169020,true,169020,169020,169020,169020,true,169020,169020,169020,169020
true,283745,283745,283745,283745,true,214228,214228,241693,241693,true,194424,199079,200687,200687,true,194032,194032,194032,194032,true,194032,194032,194032,194032,true,194032,194032,194032,194032,true,194032,194032,194032,194032,true,194032,194032,194032,194032
true,775188,775188,775188,775188,true,508606,514944,547398,547398,false,409262,417124,439036,439036,false,358632,359704,367632,367632,false,329928,329928,354082,354082,true,329928,329928,329928,329928,true,329928,329928,329928,329928,true,329928,329928,329928,329928
true,387140,387140,387140,387140,true,248535,248535,289626,289626,true,223158,226334,243606,243606,true,218294,218294,228021,228021,true,218294,218294,218294,218294,true,218294,218294,218294,218294,true,218294,218294,218294,218294,true,218294,218294,218294,218294
true,478467,478467,478467,478467,true,325708,325708,347850,347850,true,295045,295045,317187,317187,true,295045,295045,295045,295045,true,295045,295045,295045,295045,true,295045,295045,295045,295045,true,295045,295045,295045,295045,true,295045,295045,295045,295045
true,305100,305100,305100,305100,true,195522,195522,218502,218502,true,189834,189834,195522,195522,true,189834,189834,189834,189834,true,189834,189834,189834,189834,true,189834,189834,189834,189834,true,189834,189834,189834,189834,true,189834,189834,189834,189834
true,426664,426664,426664,426664,true,271132,278552,336512,336512,true,255060,255060,255376,255376,true,255060,255060,255060,255060,true,255060,255060,255060,255060,true,255060,255060,255060,255060,true,255060,255060,255060,255060,true,255060,255060,255060,255060
true,528516,528516,528516,528516,true,372276,380682,405474,405474,true,321162,321162,321162,321162,true,321162,321162,321162,321162,true,321162,321162,321162,321162,true,321162,321162,321162,321162,true,321162,321162,321162,321162,true,321162,321162,321162,321162
true,331429,331429,331429,331429,true,233366,233366,264033,264033,true,202780,202780,231927,231927,true,202780,202780,202780,202780,true,202780,202780,202780,202780,true,202780,202780,202780,202780,true,202780,202780,202780,202780,true,202780,202780,202780,202780
true,506385,506385,506385,506385,true,393959,393959,431409,431409,true,334065,338888,369963,369963,true,314226,314226,314226,314226,true,314226,314226,314226,314226,true,314226,314226,314226,314226,true,314226,314226,314226,314226,true,314226,314226,314226,314226
true,573360,573360,573360,573360,true,341208,341316,393566,393566,true,293386,302290,318636,318636,false,293386,293386,293386,293386,true,293386,293386,293386,293386,true,293386,293386,293386,293386,true,293386,293386,293386,293386,true,293386,293386,293386,293386
true,701838,701838,701838,701838,true,401292,406998,406998,406998,true,308520,308520,308520,308520,false,276778,285986,298404,298404,false,255166,249434,274890,274890,true,239340,239340,239340,239340,true,239340,239340,239340,239340,true,239340,239340,239340,239340
true,363624,363624,363624,363624,true,186396,186396,186396,186396,true,175570,181134,181134,181134,true,173109,173109,173109,173109,true,173109,173109,173109,173109,true,173109,173109,173109,173109,true,173109,173109,173109,173109,true,173109,173109,173109,173109
true,417008,417008,417008,417008,true,225616,225616,254544,254544,true,164720,164720,172240,172240,false,156248,150066,164720,164720,true,135134,135134,146544,146544,true,135134,135134,135134,135134,true,135134,135134,135134,135134,true,135134,135134,135134,135134
true,362952,362952,362952,362952,true,185085,185085,185085,185085,false,162210,165594,180891,180891,true,148464,148464,148464,148464,true,148464,148464,148464,148464,true,148464,148464,148464,148464,true,148464,148464,148464,148464,true,148464,148464,148464,148464
true,851210,851210,851210,851210,true,485658,485658,521144,521144,true,368154,368154,399644,399644,false,340481,340481,374418,374418,true,331618,331618,336472,336472,true,331618,331618,336472,336472,true,331618,331618,331618,331618,true,331618,331618,331618,331618
true,1160716,1160716,1160716,1160716,true,614714,659188,662760,662760,true,462720,465565,498550,498550,false,397740,402400,438984,438984,false,356640,365841,365841,365841,true,356640,356640,356640,356640,true,356640,356640,356640,356640,true,356640,356640,356640,356640
true,449740,449740,449740,449740,true,321649,321649,349830,349830,true,297710,297710,297710,297710,true,297710,297710,297710,297710,true,297710,297710,297710,297710,true,297710,297710,297710,297710,true,297710,297710,297710,297710,true,297710,297710,297710,297710
true,220935,220935,220935,220935,true,140445,140445,166305,166305,true,136267,136267,136267,136267,true,136267,136267,136267,136267,true,136267,136267,136267,136267,true,136267,136267,136267,136267,true,136267,136267,136267,136267,true,136267,136267,136267,136267
true,406170,406170,406170,406170,true,240558,246646,298656,298656,true,192076,192076,221278,221278,false,176612,176612,192076,192076,true,176612,176612,176612,176612,true,176612,176612,176612,176612,true,176612,176612,176612,176612,true,176612,176612,176612,176612
true,1222776,1222776,1222776,1222776,true,662304,662304,662304,662304,false,531216,554856,584584,584584,false,462936,466584,513183,513183,false,410885,410885,412853,412853,true,410885,410885,410885,410885,true,410885,410885,410885,410885,true,410885,410885,410885,410885
true,525616,525616,525616,525616,true,306565,306565,353067,353067,true,275015,275015,277212,277212,true,275015,275015,275015,275015,true,275015,275015,275015,275015,true,275015,275015,275015,275015,true,275015,275015,275015,275015,true,275015,275015,275015,275015
true,356656,356656,356656,356656,true,223208,223208,242910,242910,true,223208,223208,223208,223208,true,223208,223208,223208,223208,true,223208,223208,223208,223208,true,223208,223208,223208,223208,true,223208,223208,223208,223208,true,223208,223208,223208,223208
true,965769,965769,965769,965769,true,510153,512358,565188,565188,true,400785,400785,400785,400785,false,384618,384618,384618,384618,true,379587,384618,384618,384618,true,379587,379587,379587,379587,true,379587,379587,379587,379587,true,379587,379587,379587,379587
true,291544,291544,291544,291544,true,221976,221976,253766,253766,true,203848,203848,221976,221976,true,203848,203848,203848,203848,true,203848,203848,203848,203848,true,203848,203848,203848,203848,true,203848,203848,203848,203848,true,203848,203848,203848,203848
true,480042,480042,480042,480042,true,328678,333398,349596,349596,true,266669,266669,273834,273834,true,248898,248898,248898,248898,true,248898,248898,248898,248898,true,248898,248898,248898,248898,true,248898,248898,248898,248898,true,248898,248898,248898,248898
true,236076,236076,236076,236076,true,166290,166290,166290,166290,true,151392,151392,154770,154770,true,148326,148326,151392,151392,true,148326,148326,148326,148326,true,148326,148326,148326,148326,true,148326,148326,148326,148326,true,148326,148326,148326,148326
true,244155,244155,244155,244155,true,146645,146645,166575,166575,true,120492,128055,128055,128055,true,108125,108125,108125,108125,true,108125,108125,108125,108125,true,108125,108125,108125,108125,true,108125,108125,108125,108125,true,108125,108125,108125,108125
true,323386,323386,323386,323386,true,203294,203294,231413,231413,true,148291,148291,148291,148291,true,148291,148291,148291,148291,true,148291,148291,148291,148291,true,148291,148291,148291,148291,true,148291,148291,148291,148291,true,148291,148291,148291,148291
true,217960,217960,217960,217960,true,191690,191690,191690,191690,true,191690,191690,191690,191690,true,191690,191690,191690,191690,true,191690,191690,191690,191690,true,191690,191690,191690,191690,true,191690,191690,191690,191690,true,191690,191690,191690,191690
true,254390,254390,254390,254390,true,189179,189179,189800,189800,true,167639,167639,167639,167639,true,167639,167639,167639,167639,true,167639,167639,167639,167639,true,167639,167639,167639,167639,true,167639,167639,167639,167639,true,167639,167639,167639,167639
true,342630,342630,342630,342630,true,247446,247446,247446,247446,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066
true,302414,302414,302414,302414,true,156940,156940,156940,156940,true,138588,138588,147644,147644,false,116452,116452,116452,116452,true,112557,112557,112557,112557,true,112557,112557,112557,112557,true,112557,112557,112557,112557,true,112557,112557,112557,112557
true,357930,357930,357930,357930,true,196316,196316,203302,203302,true,191916,191916,196316,196316,true,191916,191916,191916,191916,true,191916,191916,191916,191916,true,191916,191916,191916,191916,true,191916,191916,191916,191916,true,191916,191916,191916,191916
true,502510,502510,502510,502510,true,298548,298548,326944,326944,false,230960,230960,271700,271700,false,195916,193576,199738,199738,true,182300,182300,189354,189354,true,182300,182300,184136,184136,true,182300,182300,182300,182300,true,182300,182300,182300,182300
true,192640,192640,192640,192640,true,104830,105770,109590,109590,true,86906,88280,89500,89500,true,86906,86906,86906,86906,true,86906,86906,86906,86906,true,86906,86906,86906,86906,true,86906,86906,86906,86906,true,86906,86906,86906,86906
true,508018,508018,508018,508018,true,344386,344386,344386,344386,true,265314,265314,265314,265314,false,240597,240597,240597,240597,true,240597,240597,240597,240597,true,240597,240597,240597,240597,true,240597,240597,240597,240597,true,240597,240597,240597,240597
true,233844,233844,233844,233844,true,137532,137532,137532,137532,true,137532,137532,137532,137532,true,137532,137532,137532,137532,true,137532,137532,137532,137532,true,137532,137532,137532,137532,true,137532,137532,137532,137532,true,137532,137532,137532,137532
true,456540,456540,456540,456540,true,286610,286610,286610,286610,true,286610,286610,286610,286610,true,286610,286610,286610,286610,true,286610,286610,286610,286610,true,286610,286610,286610,286610,true,286610,286610,286610,286610,true,286610,286610,286610,286610
true,989082,989082,989082,989082,true,634528,634528,664554,664554,false,502012,502012,514094,514094,false,436911,435672,451152,451152,false,410976,410976,436911,436911,false,402387,402387,410976,410976,true,402387,402387,402387,402387,true,402387,402387,402387,402387
true,280168,280168,280168,280168,true,146066,146066,156887,156887,false,102757,103192,105389,105389,false,87168,88532,91994,91994,false,74039,74088,80416,80416,true,74039,74039,74039,74039,true,74039,74039,74039,74039,true,74039,74039,74039,74039
true,656100,656100,656100,656100,true,431342,434137,431342,431342,true,345015,345015,412200,412200,false,272729,272729,316342,316342,false,272729,272729,272729,272729,true,272729,272729,272729,272729,true,272729,272729,272729,272729,true,272729,272729,272729,272729
true,236952,236952,236952,236952,true,152982,152982,160944,160944,true,136174,136174,136174,136174,true,136174,136174,136174,136174,true,136174,136174,136174,136174,true,136174,136174,136174,136174,true,136174,136174,136174,136174,true,136174,136174,136174,136174
true,240048,240048,240048,240048,true,160881,160881,170361,170361,true,141988,141988,151182,151182,true,134988,134988,134988,134988,false,131262,131262,131262,131262,true,127751,127751,127751,127751,true,127751,127751,127751,127751,true,127751,127751,127751,127751
true,246948,246948,246948,246948,true,131384,137442,157122,157122,false,101922,101922,113032,113032,false,77622,80628,91170,91170,false,72652,72652,76192,76192,true,72632,72632,72632,72632,true,72632,72632,72632,72632,true,72632,72632,72632,72632
true,415168,415168,415168,415168,true,231564,258640,265536,265536,true,183788,183788,190632,190632,true,183788,183788,183788,183788,true,183788,183788,183788,183788,true,183788,183788,183788,183788,true,183788,183788,183788,183788,true,183788,183788,183788,183788
true,395316,395316,395316,395316,true,234030,234030,286677,286677,true,187041,187041,219420,219420,true,187041,187041,195543,195543,true,187041,187041,187041,187041,true,187041,187041,187041,187041,true,187041,187041,187041,187041,true,187041,187041,187041,187041
true,301693,301693,301693,301693,true,171157,171157,177016,177016,true,171157,171157,171157,171157,true,171157,171157,171157,171157,true,171157,171157,171157,171157,true,171157,171157,171157,171157,true,171157,171157,171157,171157,true,171157,171157,171157,171157
true,466362,466362,466362,466362,true,310797,310797,359455,359455,true,260514,260514,280993,280993,true,260514,260514,260514,260514,true,260514,260514,260514,260514,true,260514,260514,260514,260514,true,260514,260514,260514,260514,true,260514,260514,260514,260514
true,544188,544188,544188,544188,true,411924,411924,433812,433812,true,344712,344712,356820,356820,false,320784,320784,320784,320784,true,320784,320784,320784,320784,true,320784,320784,320784,320784,true,320784,320784,320784,320784,true,320784,320784,320784,320784
true,468496,468496,468496,468496,true,278516,279378,356146,356146,true,230798,230798,249746,249746,true,230798,230798,237624,237624,true,230798,230798,230798,230798,true,230798,230798,230798,230798,true,230798,230798,230798,230798,true,230798,230798,230798,230798
true,269214,269214,269214,269214,true,170804,171324,207111,207111,true,144111,144111,164925,164925,true,144111,144111,144111,144111,true,144111,144111,144111,144111,true,144111,144111,144111,144111,true,144111,144111,144111,144111,true,144111,144111,144111,144111
true,253415,253415,253415,253415,true,207145,207145,213350,213350,true,168360,168360,174565,174565,true,168360,168360,168360,168360,true,168360,168360,168360,168360,true,168360,168360,168360,168360,true,168360,168360,168360,168360,true,168360,168360,168360,168360
true,232520,232520,232520,232520,true,118305,118520,126505,126505,true,92910,92910,92910,92910,true,92910,92910,92910,92910,true,92910,92910,92910,92910,true,92910,92910,92910,92910,true,92910,92910,92910,92910,true,92910,92910,92910,92910
true,704613,704613,704613,704613,true,360061,360061,360061,360061,true,332706,332706,355784,355784,false,290849,290849,290849,290849,true,290849,290849,290849,290849,true,290849,290849,290849,290849,true,290849,290849,290849,290849,true,290849,290849,290849,290849
true,649077,649077,649077,649077,true,410526,410526,448757,448757,true,330732,330732,330732,330732,true,302287,302287,319087,319087,true,302287,302287,302287,302287,true,302287,302287,302287,302287,true,302287,302287,302287,302287,true,302287,302287,302287,302287
true,568640,568640,568640,568640,true,296330,300084,337570,337570,true,219274,219274,228550,228550,false,191957,191957,200990,200990,true,191957,191957,191957,191957,true,191957,191957,191957,191957,true,191957,191957,191957,191957,true,191957,191957,191957,191957
true,221805,221805,221805,221805,true,144358,144358,145360,145360,true,144358,144358,144358,144358,true,144358,144358,144358,144358,true,144358,144358,144358,144358,true,144358,144358,144358,144358,true,144358,144358,144358,144358,true,144358,144358,144358,144358
true,192210,192210,192210,192210,true,119279,119279,133465,133465,false,85815,85815,92550,92550,false,85815,85815,85815,85815,true,85815,85815,85815,85815,true,85815,85815,85815,85815,true,85815,85815,85815,85815,true,85815,85815,85815,85815
true,353907,353907,353907,353907,true,213291,213291,227988,227988,true,171798,171798,171798,171798,true,171798,171798,171798,171798,true,171798,171798,171798,171798,true,171798,171798,171798,171798,true,171798,171798,171798,171798,true,171798,171798,171798,171798
true,337338,337338,337338,337338,true,181697,181697,206208,206208,true,135999,135999,135999,135999,false,131535,131535,135315,135315,true,129987,129987,131567,131567,true,129987,129987,129987,129987,true,129987,129987,129987,129987,true,129987,129987,129987,129987
true,316337,316337,316337,316337,true,234332,234332,252728,252728,true,194649,194649,225610,225610,true,194649,194649,207214,207214,true,194649,194649,194649,194649,true,194649,194649,194649,194649,true,194649,194649,194649,194649,true,194649,194649,194649,194649
true,484928,484928,484928,484928,true,284200,284200,332508,332508,true,213728,234152,265464,265464,false,196656,197004,197004,197004,true,175808,175808,175808,175808,true,175808,175808,175808,175808,true,175808,175808,175808,175808,true,175808,175808,175808,175808
true,475749,475749,475749,475749,true,265876,266960,289780,289780,true,209079,210293,223488,223488,false,198337,198337,205837,205837,true,193405,193405,196981,196981,true,193405,193405,193405,193405,true,193405,193405,193405,193405,true,193405,193405,193405,193405
true,240093,240093,240093,240093,true,145299,145299,163366,163366,true,143464,143758,143758,143758,true,143464,143464,143464,143464,true,143464,143464,143464,143464,true,143464,143464,143464,143464,true,143464,143464,143464,143464,true,143464,143464,143464,143464
true,232980,232980,232980,232980,true,121570,121975,145485,145485,false,93352,96830,109290,109290,false,81405,81405,97037,97037,false,71462,71545,82625,82625,true,70537,70537,70537,70537,true,70537,70537,70537,70537,true,70537,70537,70537,70537
true,430758,430758,430758,430758,true,247257,248202,280206,280206,false,184059,184059,184059,184059,false,168126,168126,168126,168126,false,168126,168126,168126,168126,true,168126,168126,168126,168126,true,168126,168126,168126,168126,true,168126,168126,168126,168126
true,174360,174360,174360,174360,true,110825,110825,113185,113185,true,86995,86995,86995,86995,true,82541,82541,83584,83584,true,82541,82541,82541,82541,true,82541,82541,82541,82541,true,82541,82541,82541,82541,true,82541,82541,82541,82541
true,339300,339300,339300,339300,true,189228,189228,189228,189228,true,189228,189228,189228,189228,true,189228,189228,189228,189228,true,189228,189228,189228,189228,true,189228,189228,189228,189228,true,189228,189228,189228,189228,true,189228,189228,189228,189228
true,390762,390762,390762,390762,true,234580,234580,244764,244764,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066,true,213066,213066,213066,213066
true,639936,639936,639936,639936,true,394999,412252,431496,431496,false,305218,306134,352754,352754,false,264473,264473,301946,301946,true,264473,264473,277239,277239,true,264473,264473,264473,264473,true,264473,264473,264473,264473,true,264473,264473,264473,264473
true,234660,234660,234660,234660,true,144884,144884,146245,146245,true,126265,126265,126265,126265,true,120940,120940,120940,120940,true,120940,120940,120940,120940,true,120940,120940,120940,120940,true,120940,120940,120940,120940,true,120940,120940,120940,120940
true,1168848,1168848,1168848,1168848,true,628584,631056,716648,716648,false,457488,465576,569552,569552,false,385944,426624,433056,433056,false,371405,371405,371405,371405,false,371405,371405,371405,371405,true,369837,369837,369837,369837,true,369837,369837,369837,369837
true,476280,476280,476280,476280,true,263052,266487,296274,296274,true,203934,203934,234243,234243,false,175392,175392,175392,175392,true,164031,164031,164031,164031,true,164031,164031,164031,164031,true,164031,164031,164031,164031,true,164031,164031,164031,164031
true,324048,324048,324048,324048,true,176058,176058,202122,202122,true,124407,124407,124407,124407,true,124407,124407,124407,124407,true,124407,124407,124407,124407,true,124407,124407,124407,124407,true,124407,124407,124407,124407,true,124407,124407,124407,124407
true,153700,153700,153700,153700,true,122452,122452,125347,125347,true,116892,116892,116892,116892,true,116892,116892,116892,116892,true,116892,116892,116892,116892,true,116892,116892,116892,116892,true,116892,116892,116892,116892,true,116892,116892,116892,116892
true,491274,491274,491274,491274,true,269370,290970,290970,290970,true,235944,235944,235944,235944,true,208566,208566,208566,208566,true,208566,208566,208566,208566,true,208566,208566,208566,208566,true,208566,208566,208566,208566,true,208566,208566,208566,208566
true,344664,344664,344664,344664,true,246330,246330,268128,268128,true,201807,201807,201807,201807,true,176757,176757,176757,176757,false,166668,166668,166668,166668,false,166668,166668,166668,166668,false,166668,166668,166668,166668,true,166668,166668,166668,166668
true,284946,284946,284946,284946,true,248298,248298,248298,248298,true,216696,216696,216696,216696,true,206808,206808,206808,206808,true,206808,206808,206808,206808,true,206808,206808,206808,206808,true,206808,206808,206808,206808,true,206808,206808,206808,206808
true,210815,210815,210815,210815,true,135525,135525,149241,149241,false,103540,103540,129225,129225,true,102683,102683,103540,103540,true,102683,102683,102683,102683,true,102683,102683,102683,102683,true,102683,102683,102683,102683,true,102683,102683,102683,102683
true,227412,227412,227412,227412,true,166710,166710,167202,167202,true,147490,147490,147982,147982,true,147490,147490,147490,147490,true,147490,147490,147490,147490,true,147490,147490,147490,147490,true,147490,147490,147490,147490,true,147490,147490,147490,147490
true,377536,377536,377536,377536,true,224936,224936,224936,224936,true,219056,219056,219056,219056,true,219056,219056,219056,219056,true,219056,219056,219056,219056,true,219056,219056,219056,219056,true,219056,219056,219056,219056,true,219056,219056,219056,219056
true,322147,322147,322147,322147,true,205723,205723,218617,218617,true,205723,205723,205723,205723,true,205723,205723,205723,205723,true,205723,205723,205723,205723,true,205723,205723,205723,205723,true,205723,205723,205723,205723,true,205723,205723,205723,205723
true,432420,432420,432420,432420,true,227350,230200,268055,268055,true,161340,164026,183230,183230,true,136350,136350,136350,136350,true,136350,136350,136350,136350,true,136350,136350,136350,136350,true,136350,136350,136350,136350,true,136350,136350,136350,136350
true,159460,159460,159460,159460,true,90158,90158,95980,95980,true,90158,90158,90158,90158,true,90158,90158,90158,90158,true,90158,90158,90158,90158,true,90158,90158,90158,90158,true,90158,90158,90158,90158,true,90158,90158,90158,90158
true,299406,299406,299406,299406,true,177408,177408,188434,188434,true,127788,128172,130360,130360,true,122592,122592,126882,126882,true,122592,122592,122592,122592,true,122592,122592,122592,122592,true,122592,122592,122592,122592,true,122592,122592,122592,122592
true,765952,765952,765952,765952,true,407991,407991,447569,447569,false,330672,330672,330816,330816,false,307612,307612,307612,307612,false,289404,289404,296000,296000,false,289404,289404,289404,289404,true,289404,289404,289404,289404,true,289404,289404,289404,289404
true,810600,810600,810600,810600,true,490650,490650,531020,531020,true,361137,361137,430185,430185,false,310839,317402,341355,341355,true,270296,270296,270296,270296,true,270296,270296,270296,270296,true,270296,270296,270296,270296,true,270296,270296,270296,270296
true,280008,280008,280008,280008,true,161070,161070,202626,202626,true,141834,141834,161070,161070,true,141336,141336,141834,141834,true,141336,141336,141336,141336,true,141336,141336,141336,141336,true,141336,141336,141336,141336,true,141336,141336,141336,141336
true,350718,350718,350718,350718,true,198636,199625,206676,206676,true,194262,194262,194262,194262,true,194262,194262,194262,194262,true,194262,194262,194262,194262,true,194262,194262,194262,194262,true,194262,194262,194262,194262,true,194262,194262,194262,194262
true,814207,814207,814207,814207,true,446215,454314,454314,454314,true,328377,335489,391457,391457,false,317186,321618,328377,328377,true,310745,310745,310745,310745,true,310745,310745,310745,310745,true,310745,310745,310745,310745,true,310745,310745,310745,310745
true,280590,280590,280590,280590,true,240950,240950,240950,240950,true,212440,212440,212440,212440,true,199890,199890,202794,202794,true,199890,199890,199890,199890,true,199890,199890,199890,199890,true,199890,199890,199890,199890,true,199890,199890,199890,199890
true,211185,211185,211185,211185,true,180627,180627,180627,180627,true,174477,174477,174477,174477,true,174477,174477,174477,174477,true,174477,174477,174477,174477,true,174477,174477,174477,174477,true,174477,174477,174477,174477,true,174477,174477,174477,174477
true,396496,396496,396496,396496,true,208528,208613,242099,242099,true,142493,163397,172150,172150,true,140816,140816,140816,140816,true,140816,140816,140816,140816,true,140816,140816,140816,140816,true,140816,140816,140816,140816,true,140816,140816,140816,140816
true,515298,515298,515298,515298,true,279216,283724,284102,284102,false,237416,242914,249396,249396,true,203432,203432,216956,216956,true,203432,203432,203432,203432,true,203432,203432,203432,203432,true,203432,203432,203432,203432,true,203432,203432,203432,203432
true,590060,590060,590060,590060,true,330332,334624,384738,384738,true,272470,272470,277836,277836,true,272470,272470,272470,272470,true,272470,272470,272470,272470,true,272470,272470,272470,272470,true,272470,272470,272470,272470,true,272470,272470,272470,272470
true,339878,339878,339878,339878,true,177043,177043,199073,199073,true,143626,143626,145236,145236,false,134719,134719,140885,140885,false,134719,134719,134719,134719,true,134719,134719,134719,134719,true,134719,134719,134719,134719,true,134719,134719,134719,134719
true,274946,274946,274946,274946,true,154707,154707,154707,154707,true,139009,139009,139009,139009,true,128152,128152,128152,128152,true,128152,128152,128152,128152,true,128152,128152,128152,128152,true,128152,128152,128152,128152,true,128152,128152,128152,128152
true,262015,262015,262015,262015,true,154665,154865,183548,183548,true,118580,118580,128592,128592,false,105054,105054,118118,118118,true,103395,103395,114230,114230,true,103395,103395,104270,104270,true,103395,103395,103395,103395,true,103395,103395,103395,103395
true,253415,253415,253415,253415,true,224740,224740,231525,231525,true,224740,224740,224740,224740,true,224740,224740,224740,224740,true,224740,224740,224740,224740,true,224740,224740,224740,224740,true,224740,224740,224740,224740,true,224740,224740,224740,224740
true,325402,325402,325402,325402,true,177177,177177,177177,177177,true,159944,159944,174440,174440,true,159944,159944,159944,159944,true,159944,159944,159944,159944,true,159944,159944,159944,159944,true,159944,159944,159944,159944,true,159944,159944,159944,159944
true,663992,663992,663992,663992,true,354844,354844,354844,354844,false,288428,288428,327628,327628,false,252000,255388,255388,255388,true,239096,239096,239096,239096,true,239096,239096,239096,239096,true,239096,239096,239096,239096,true,239096,239096,239096,239096
true,319144,319144,319144,319144,true,173320,176243,185605,185605,true,162743,162743,166635,166635,true,162743,162743,162743,162743,true,162743,162743,162743,162743,true,162743,162743,162743,162743,true,162743,162743,162743,162743,true,162743,162743,162743,162743
true,325304,325304,325304,325304,true,215764,215764,222768,222768,false,172363,172363,182441,182441,true,168527,168527,172363,172363,true,168527,168527,168527,168527,true,168527,168527,168527,168527,true,168527,168527,168527,168527,true,168527,168527,168527,168527
true,1239725,1239725,1239725,1239725,true,704225,704225,704225,704225,false,535442,536150,581500,581500,false,475800,475800,506700,506700,false,402980,418046,418475,418475,true,386306,386306,412302,412302,true,386306,386306,386306,386306,true,386306,386306,386306,386306
true,497244,497244,497244,497244,true,294108,294108,328464,328464,true,277548,277548,294108,294108,true,277548,277548,277548,277548,true,277548,277548,277548,277548,true,277548,277548,277548,277548,true,277548,277548,277548,277548,true,277548,277548,277548,277548
