BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1
true,152308,152308,152308,152308
true,101354,101354,101354,101354
true,99462,99462,99462,99462
true,42660,42660,42660,42660
true,241710,241710,241710,241710
true,32435,32435,32435,32435
true,39452,39452,39452,39452
true,185650,185650,185650,185650
true,24346,24346,24346,24346
true,226980,226980,226980,226980
true,23592,23592,23592,23592
true,30044,30044,30044,30044
true,47889,47889,47889,47889
true,67336,67336,67336,67336
true,274920,274920,274920,274920
true,105028,105028,105028,105028
true,76245,76245,76245,76245
true,207218,207218,207218,207218
true,102762,102762,102762,102762
true,90670,90670,90670,90670
true,19224,19224,19224,19224
true,139689,139689,139689,139689
true,17458,17458,17458,17458
true,15648,15648,15648,15648
true,137808,137808,137808,137808
true,63987,63987,63987,63987
true,8799,8799,8799,8799
true,57361,57361,57361,57361
true,21170,21170,21170,21170
true,56474,56474,56474,56474
true,78269,78269,78269,78269
true,44541,44541,44541,44541
true,176688,176688,176688,176688
true,48678,48678,48678,48678
true,113735,113735,113735,113735
true,38470,38470,38470,38470
true,64494,64494,64494,64494
true,85646,85646,85646,85646
true,118440,118440,118440,118440
true,69650,69650,69650,69650
true,126310,126310,126310,126310
true,64620,64620,64620,64620
true,145509,145509,145509,145509
true,180114,180114,180114,180114
true,44562,44562,44562,44562
true,29202,29202,29202,29202
true,33088,33088,33088,33088
true,168895,168895,168895,168895
true,75197,75197,75197,75197
true,42645,42645,42645,42645
true,8095,8095,8095,8095
true,104830,104830,104830,104830
true,196664,196664,196664,196664
true,33220,33220,33220,33220
true,146196,146196,146196,146196
true,83904,83904,83904,83904
true,83182,83182,83182,83182
true,85690,85690,85690,85690
true,38898,38898,38898,38898
true,73017,73017,73017,73017
true,83781,83781,83781,83781
true,222615,222615,222615,222615
true,231010,231010,231010,231010
true,35688,35688,35688,35688
true,269247,269247,269247,269247
true,156752,156752,156752,156752
true,72970,72970,72970,72970
true,12860,12860,12860,12860
true,15950,15950,15950,15950
true,169148,169148,169148,169148
true,216920,216920,216920,216920
true,51984,51984,51984,51984
true,203400,203400,203400,203400
true,59010,59010,59010,59010
true,35860,35860,35860,35860
true,13074,13074,13074,13074
true,56886,56886,56886,56886
true,109304,109304,109304,109304
true,57144,57144,57144,57144
true,20704,20704,20704,20704
true,46851,46851,46851,46851
true,76534,76534,76534,76534
true,31851,31851,31851,31851
true,181076,181076,181076,181076
true,112506,112506,112506,112506
true,74100,74100,74100,74100
true,49746,49746,49746,49746
true,102864,102864,102864,102864
true,85327,85327,85327,85327
true,35808,35808,35808,35808
true,59680,59680,59680,59680
true,34243,34243,34243,34243
true,29325,29325,29325,29325
true,61178,61178,61178,61178
true,281890,281890,281890,281890
true,80405,80405,80405,80405
true,52119,52119,52119,52119
true,17934,17934,17934,17934
true,33904,33904,33904,33904
true,5440,5440,5440,5440
true,86768,86768,86768,86768
true,39527,39527,39527,39527
true,141232,141232,141232,141232
true,249600,249600,249600,249600
true,110148,110148,110148,110148
true,104520,104520,104520,104520
true,30680,30680,30680,30680
true,99539,99539,99539,99539
true,184926,184926,184926,184926
true,52031,52031,52031,52031
true,56700,56700,56700,56700
true,62748,62748,62748,62748
true,69839,69839,69839,69839
true,119772,119772,119772,119772
true,32292,32292,32292,32292
true,26670,26670,26670,26670
true,127071,127071,127071,127071
true,177848,177848,177848,177848
true,103116,103116,103116,103116
true,141552,141552,141552,141552
true,111137,111137,111137,111137
true,133188,133188,133188,133188
true,60168,60168,60168,60168
true,47999,47999,47999,47999
true,75998,75998,75998,75998
true,17101,17101,17101,17101
true,118816,118816,118816,118816
true,264594,264594,264594,264594
true,235251,235251,235251,235251
true,65200,65200,65200,65200
true,112112,112112,112112,112112
true,200071,200071,200071,200071
true,39350,39350,39350,39350
true,118200,118200,118200,118200
true,23782,23782,23782,23782
true,144354,144354,144354,144354
true,12894,12894,12894,12894
true,216684,216684,216684,216684
true,325149,325149,325149,325149
true,47280,47280,47280,47280
true,164542,164542,164542,164542
true,24479,24479,24479,24479
true,105989,105989,105989,105989
true,128112,128112,128112,128112
true,90345,90345,90345,90345
true,110364,110364,110364,110364
true,9966,9966,9966,9966
true,55131,55131,55131,55131
true,12760,12760,12760,12760
true,29245,29245,29245,29245
true,109975,109975,109975,109975
true,243275,243275,243275,243275
true,96876,96876,96876,96876
true,107780,107780,107780,107780
true,70420,70420,70420,70420
true,117952,117952,117952,117952
true,121375,121375,121375,121375
true,63778,63778,63778,63778
true,61124,61124,61124,61124
true,76122,76122,76122,76122
true,71112,71112,71112,71112
true,225284,225284,225284,225284
true,35420,35420,35420,35420
true,199002,199002,199002,199002
true,28959,28959,28959,28959
true,94798,94798,94798,94798
true,105450,105450,105450,105450
true,66800,66800,66800,66800
true,157274,157274,157274,157274
true,153406,153406,153406,153406
true,132740,132740,132740,132740
true,56716,56716,56716,56716
true,13110,13110,13110,13110
true,51181,51181,51181,51181
true,63054,63054,63054,63054
true,14445,14445,14445,14445
true,107195,107195,107195,107195
true,112540,112540,112540,112540
true,92980,92980,92980,92980
true,65806,65806,65806,65806
true,62703,62703,62703,62703
true,48169,48169,48169,48169
true,73370,73370,73370,73370
true,34731,34731,34731,34731
true,117589,117589,117589,117589
true,45089,45089,45089,45089
true,98120,98120,98120,98120
true,95844,95844,95844,95844
true,316908,316908,316908,316908
true,24728,24728,24728,24728
true,8628,8628,8628,8628
true,18705,18705,18705,18705
true,48680,48680,48680,48680
true,168308,168308,168308,168308
true,64883,64883,64883,64883
true,44480,44480,44480,44480
true,75834,75834,75834,75834
true,92207,92207,92207,92207
true,17280,17280,17280,17280
true,36267,36267,36267,36267
true,270935,270935,270935,270935
true,146224,146224,146224,146224
true,270816,270816,270816,270816
true,67760,67760,67760,67760
true,54444,54444,54444,54444
true,73116,73116,73116,73116
true,7680,7680,7680,7680
true,39368,39368,39368,39368
true,134480,134480,134480,134480
true,55768,55768,55768,55768
true,94501,94501,94501,94501
true,183960,183960,183960,183960
true,43076,43076,43076,43076
true,72216,72216,72216,72216
true,102765,102765,102765,102765
true,63154,63154,63154,63154
true,85950,85950,85950,85950
true,454848,454848,454848,454848
true,48849,48849,48849,48849
true,13902,13902,13902,13902
true,182665,182665,182665,182665
true,68196,68196,68196,68196
true,145020,145020,145020,145020
true,131250,131250,131250,131250
true,36333,36333,36333,36333
true,99968,99968,99968,99968
true,84513,84513,84513,84513
true,92994,92994,92994,92994
true,86988,86988,86988,86988
true,9168,9168,9168,9168
true,27577,27577,27577,27577
true,31512,31512,31512,31512
true,136560,136560,136560,136560
true,41980,41980,41980,41980
true,76400,76400,76400,76400
true,83856,83856,83856,83856
true,59790,59790,59790,59790
true,222598,222598,222598,222598
true,209583,209583,209583,209583
true,37880,37880,37880,37880
true,231840,231840,231840,231840
true,128915,128915,128915,128915
true,53620,53620,53620,53620
true,48252,48252,48252,48252
true,143267,143267,143267,143267
true,20660,20660,20660,20660
true,52362,52362,52362,52362
true,85911,85911,85911,85911
true,250966,250966,250966,250966
true,47376,47376,47376,47376
true,88038,88038,88038,88038
true,164070,164070,164070,164070
true,123822,123822,123822,123822
true,78863,78863,78863,78863
true,195516,195516,195516,195516
true,160022,160022,160022,160022
true,127530,127530,127530,127530
true,243075,243075,243075,243075
true,26394,26394,26394,26394
true,66944,66944,66944,66944
true,46332,46332,46332,46332
true,73580,73580,73580,73580
true,81410,81410,81410,81410
true,276689,276689,276689,276689
true,34320,34320,34320,34320
true,72296,72296,72296,72296
true,43956,43956,43956,43956
true,101540,101540,101540,101540
true,90871,90871,90871,90871
true,43511,43511,43511,43511
true,136629,136629,136629,136629
true,116016,116016,116016,116016
true,169484,169484,169484,169484
true,222156,222156,222156,222156
true,61325,61325,61325,61325
true,40516,40516,40516,40516
true,58268,58268,58268,58268
true,42540,42540,42540,42540
true,31060,31060,31060,31060
true,33504,33504,33504,33504
true,137772,137772,137772,137772
true,15337,15337,15337,15337
true,11544,11544,11544,11544
true,47880,47880,47880,47880
true,55798,55798,55798,55798
true,213157,213157,213157,213157
true,68900,68900,68900,68900
true,228984,228984,228984,228984
true,187320,187320,187320,187320
true,212320,212320,212320,212320
true,34336,34336,34336,34336
true,102256,102256,102256,102256
true,13500,13500,13500,13500
true,47835,47835,47835,47835
true,85869,85869,85869,85869
true,22380,22380,22380,22380
true,167354,167354,167354,167354
true,28193,28193,28193,28193
true,232290,232290,232290,232290
true,77056,77056,77056,77056
true,12276,12276,12276,12276
true,367764,367764,367764,367764
true,286560,286560,286560,286560
true,120704,120704,120704,120704
true,292680,292680,292680,292680
true,279582,279582,279582,279582
true,92511,92511,92511,92511
true,108720,108720,108720,108720
true,79592,79592,79592,79592
true,54348,54348,54348,54348
true,68696,68696,68696,68696
true,53700,53700,53700,53700
true,25170,25170,25170,25170
true,159750,159750,159750,159750
true,34104,34104,34104,34104
true,123930,123930,123930,123930
true,38820,38820,38820,38820
true,199328,199328,199328,199328
true,100836,100836,100836,100836
true,229140,229140,229140,229140
true,194066,194066,194066,194066
true,41964,41964,41964,41964
true,174672,174672,174672,174672
true,96012,96012,96012,96012
true,89082,89082,89082,89082
true,35766,35766,35766,35766
true,71855,71855,71855,71855
true,61104,61104,61104,61104
true,92724,92724,92724,92724
true,89700,89700,89700,89700
true,20774,20774,20774,20774
true,185934,185934,185934,185934
true,92880,92880,92880,92880
true,197540,197540,197540,197540
true,40530,40530,40530,40530
true,435504,435504,435504,435504
true,12620,12620,12620,12620
true,228462,228462,228462,228462
true,197010,197010,197010,197010
true,38097,38097,38097,38097
true,60606,60606,60606,60606
true,62560,62560,62560,62560
true,98658,98658,98658,98658
true,22104,22104,22104,22104
true,111960,111960,111960,111960
true,233604,233604,233604,233604
true,135870,135870,135870,135870
true,53808,53808,53808,53808
true,125983,125983,125983,125983
true,69471,69471,69471,69471
true,161942,161942,161942,161942
true,137312,137312,137312,137312
true,195702,195702,195702,195702
true,11370,11370,11370,11370
true,229152,229152,229152,229152
true,44001,44001,44001,44001
true,38948,38948,38948,38948
true,364230,364230,364230,364230
true,68964,68964,68964,68964
true,23465,23465,23465,23465
true,33698,33698,33698,33698
true,102144,102144,102144,102144
true,35061,35061,35061,35061
true,81206,81206,81206,81206
true,158658,158658,158658,158658
true,107688,107688,107688,107688
true,134527,134527,134527,134527
true,149440,149440,149440,149440
true,106379,106379,106379,106379
true,341080,341080,341080,341080
true,212464,212464,212464,212464
true,256866,256866,256866,256866
true,80688,80688,80688,80688
true,42272,42272,42272,42272
true,35592,35592,35592,35592
true,64454,64454,64454,64454
true,120132,120132,120132,120132
true,48090,48090,48090,48090
true,67428,67428,67428,67428
true,35745,35745,35745,35745
true,210252,210252,210252,210252
true,72954,72954,72954,72954
true,132000,132000,132000,132000
true,45975,45975,45975,45975
true,130248,130248,130248,130248
true,291920,291920,291920,291920
true,68865,68865,68865,68865
true,83798,83798,83798,83798
true,18666,18666,18666,18666
true,11530,11530,11530,11530
true,112308,112308,112308,112308
true,104834,104834,104834,104834
true,184661,184661,184661,184661
true,137312,137312,137312,137312
true,42344,42344,42344,42344
true,60612,60612,60612,60612
true,100078,100078,100078,100078
true,24444,24444,24444,24444
true,47520,47520,47520,47520
true,40920,40920,40920,40920
true,195866,195866,195866,195866
true,60732,60732,60732,60732
true,146160,146160,146160,146160
true,129298,129298,129298,129298
true,99731,99731,99731,99731
true,176484,176484,176484,176484
true,283185,283185,283185,283185
true,82610,82610,82610,82610
true,21895,21895,21895,21895
true,30051,30051,30051,30051
true,94430,94430,94430,94430
true,290258,290258,290258,290258
true,62140,62140,62140,62140
true,307440,307440,307440,307440
true,33040,33040,33040,33040
true,175392,175392,175392,175392
true,30753,30753,30753,30753
true,49920,49920,49920,49920
true,259335,259335,259335,259335
true,139854,139854,139854,139854
true,171885,171885,171885,171885
true,87210,87210,87210,87210
true,94373,94373,94373,94373
true,62622,62622,62622,62622
true,156100,156100,156100,156100
true,81708,81708,81708,81708
true,241242,241242,241242,241242
true,67379,67379,67379,67379
true,72744,72744,72744,72744
true,60309,60309,60309,60309
true,284160,284160,284160,284160
true,240555,240555,240555,240555
true,26231,26231,26231,26231
true,23850,23850,23850,23850
true,180405,180405,180405,180405
true,49760,49760,49760,49760
true,153392,153392,153392,153392
true,51128,51128,51128,51128
true,101100,101100,101100,101100
true,178334,178334,178334,178334
true,232150,232150,232150,232150
true,190439,190439,190439,190439
true,15036,15036,15036,15036
true,35416,35416,35416,35416
true,72640,72640,72640,72640
true,126113,126113,126113,126113
true,215088,215088,215088,215088
true,94668,94668,94668,94668
true,86940,86940,86940,86940
true,31962,31962,31962,31962
true,78532,78532,78532,78532
true,96222,96222,96222,96222
true,138417,138417,138417,138417
true,102984,102984,102984,102984
true,142216,142216,142216,142216
true,169728,169728,169728,169728
true,45858,45858,45858,45858
true,112275,112275,112275,112275
true,56980,56980,56980,56980
true,55476,55476,55476,55476
true,137696,137696,137696,137696
true,75725,75725,75725,75725
true,68600,68600,68600,68600
true,35496,35496,35496,35496
true,31784,31784,31784,31784
true,213378,213378,213378,213378
true,114045,114045,114045,114045
true,119830,119830,119830,119830
true,25500,25500,25500,25500
true,310528,310528,310528,310528
true,71036,71036,71036,71036
true,161040,161040,161040,161040
true,182286,182286,182286,182286
true,17115,17115,17115,17115
true,86620,86620,86620,86620
true,92400,92400,92400,92400
true,50988,50988,50988,50988
true,74477,74477,74477,74477
true,189906,189906,189906,189906
true,178582,178582,178582,178582
true,238815,238815,238815,238815
true,227016,227016,227016,227016
true,76183,76183,76183,76183
true,79760,79760,79760,79760
true,263872,263872,263872,263872
true,32180,32180,32180,32180
