BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6
true,585780,585780,585780,585780,true,321540,357023,363480,363480,true,253530,253530,253530,253530,true,244980,244980,244980,244980,true,244980,244980,244980,244980,true,244980,244980,244980,244980
true,811200,811200,811200,811200,true,455860,455860,485104,485104,true,351464,360025,360025,360025,true,309060,309060,324644,324644,true,261290,262994,288300,288300,true,258170,258170,258170,258170
true,828780,828780,828780,828780,true,455521,455521,542632,542632,true,362124,372821,412473,412473,true,322980,322980,322980,322980,false,283180,283180,283180,283180,true,275296,275296,275296,275296
true,285480,285480,285480,285480,true,179656,179656,220056,220056,true,157328,157328,179656,179656,true,157328,157328,157328,157328,true,157328,157328,157328,157328,true,157328,157328,157328,157328
true,197515,197515,197515,197515,true,197515,197515,197515,197515,true,197515,197515,197515,197515,true,197515,197515,197515,197515,true,197515,197515,197515,197515,true,197515,197515,197515,197515
true,531645,531645,531645,531645,true,290100,301350,329775,329775,true,235620,242265,242265,242265,true,235620,235620,235620,235620,true,235620,235620,235620,235620,true,235620,235620,235620,235620
true,288274,288274,288274,288274,true,155155,155155,155155,155155,true,154068,154068,154068,154068,true,154068,154068,154068,154068,true,154068,154068,154068,154068,true,154068,154068,154068,154068
true,258928,258928,258928,258928,true,221157,221157,221157,221157,true,212920,212920,212920,212920,true,212920,212920,212920,212920,true,212920,212920,212920,212920,true,212920,212920,212920,212920
true,259302,259302,259302,259302,true,148266,148266,148266,148266,true,118683,118683,118683,118683,true,118683,118683,118683,118683,true,118683,118683,118683,118683,true,118683,118683,118683,118683
true,196758,196758,196758,196758,true,114108,114108,114108,114108,true,114108,114108,114108,114108,true,114108,114108,114108,114108,true,114108,114108,114108,114108,true,114108,114108,114108,114108
true,283312,283312,283312,283312,true,209688,209688,225392,225392,true,180288,180288,180288,180288,true,180288,180288,180288,180288,true,180288,180288,180288,180288,true,180288,180288,180288,180288
true,230120,230120,230120,230120,true,133680,133680,133680,133680,true,121251,121251,121251,121251,true,121251,121251,121251,121251,true,121251,121251,121251,121251,true,121251,121251,121251,121251
true,477008,477008,477008,477008,true,285488,304480,311664,311664,true,228625,228625,228625,228625,true,217844,217844,217844,217844,true,217844,217844,217844,217844,true,217844,217844,217844,217844
true,544300,544300,544300,544300,true,296395,302185,360860,360860,true,233553,239565,249100,249100,true,210440,210440,210440,210440,true,210440,210440,210440,210440,true,210440,210440,210440,210440
true,390390,390390,390390,390390,true,280248,280248,280248,280248,true,276480,276480,276480,276480,true,276480,276480,276480,276480,true,276480,276480,276480,276480,true,276480,276480,276480,276480
true,215845,215845,215845,215845,true,123095,123095,123095,123095,true,117089,117089,122562,122562,true,117089,117089,117089,117089,true,117089,117089,117089,117089,true,117089,117089,117089,117089
true,156260,156260,156260,156260,true,156260,156260,156260,156260,true,156260,156260,156260,156260,true,156260,156260,156260,156260,true,156260,156260,156260,156260,true,156260,156260,156260,156260
true,563888,563888,563888,563888,true,316953,316953,328041,328041,true,266253,266253,295432,295432,true,266253,266253,266253,266253,true,266253,266253,266253,266253,true,266253,266253,266253,266253
true,582806,582806,582806,582806,true,465360,465360,465360,465360,true,385966,385966,385966,385966,true,357034,357034,357034,357034,true,357034,357034,357034,357034,true,357034,357034,357034,357034
true,229696,229696,229696,229696,true,134200,134200,151368,151368,true,125936,125936,125936,125936,true,125936,125936,125936,125936,true,125936,125936,125936,125936,true,125936,125936,125936,125936
true,267512,267512,267512,267512,true,173256,173256,173256,173256,true,161982,161982,161982,161982,true,161982,161982,161982,161982,true,161982,161982,161982,161982,true,161982,161982,161982,161982
true,556822,556822,556822,556822,true,298816,298816,324338,324338,true,265296,265296,265296,265296,true,265296,265296,265296,265296,true,265296,265296,265296,265296,true,265296,265296,265296,265296
true,208635,208635,208635,208635,true,143829,143829,143829,143829,true,143829,143829,143829,143829,true,143829,143829,143829,143829,true,143829,143829,143829,143829,true,143829,143829,143829,143829
true,356499,356499,356499,356499,true,193521,193521,216234,216234,true,176834,176834,176834,176834,true,176834,176834,176834,176834,true,176834,176834,176834,176834,true,176834,176834,176834,176834
true,145998,145998,145998,145998,true,100305,100305,107526,107526,true,100305,100305,100335,100335,true,100305,100305,100305,100305,true,100305,100305,100305,100305,true,100305,100305,100305,100305
true,99895,99895,99895,99895,true,84365,84365,87920,87920,true,84365,84365,84365,84365,true,84365,84365,84365,84365,true,84365,84365,84365,84365,true,84365,84365,84365,84365
true,200046,200046,200046,200046,true,125629,125629,147134,147134,true,125629,125629,125629,125629,true,125629,125629,125629,125629,true,125629,125629,125629,125629,true,125629,125629,125629,125629
true,281454,281454,281454,281454,true,167300,167300,199902,199902,true,164412,164412,164412,164412,true,164412,164412,164412,164412,true,164412,164412,164412,164412,true,164412,164412,164412,164412
true,860890,860890,860890,860890,true,463887,463887,508107,508107,true,343511,343511,385960,385960,false,303715,303715,303715,303715,true,258129,258129,259049,259049,true,258129,258129,258129,258129
true,296100,296100,296100,296100,true,189855,189855,204489,204489,true,184635,184635,184635,184635,true,184635,184635,184635,184635,true,184635,184635,184635,184635,true,184635,184635,184635,184635
true,260973,260973,260973,260973,true,164925,164925,179622,179622,true,146897,146897,146897,146897,true,146897,146897,146897,146897,true,146897,146897,146897,146897,true,146897,146897,146897,146897
true,130470,130470,130470,130470,true,112314,112314,121098,121098,true,112314,112314,112314,112314,true,112314,112314,112314,112314,true,112314,112314,112314,112314,true,112314,112314,112314,112314
true,160940,160940,160940,160940,true,98685,98685,98685,98685,true,98685,98685,98685,98685,true,98685,98685,98685,98685,true,98685,98685,98685,98685,true,98685,98685,98685,98685
true,589360,589360,589360,589360,true,385516,385516,385516,385516,true,378436,378436,378436,378436,true,378436,378436,378436,378436,true,378436,378436,378436,378436,true,378436,378436,378436,378436
true,501255,501255,501255,501255,true,301535,303320,327701,327701,true,228360,238970,264120,264120,true,189105,189105,189105,189105,true,171185,171185,183105,183105,true,166280,166280,166280,166280
true,379692,379692,379692,379692,true,282744,282744,310240,310240,true,237524,237524,282744,282744,true,237524,237524,237524,237524,true,237524,237524,237524,237524,true,237524,237524,237524,237524
true,361750,361750,361750,361750,true,211649,211649,212168,212168,true,184173,184173,188714,188714,true,184173,184173,184173,184173,true,184173,184173,184173,184173,true,184173,184173,184173,184173
true,414783,414783,414783,414783,true,237432,242217,242217,242217,true,176310,176310,176310,176310,true,176310,176310,176310,176310,true,176310,176310,176310,176310,true,176310,176310,176310,176310
true,482573,482573,482573,482573,true,294763,296063,350168,350168,true,248417,248417,257478,257478,true,248417,248417,248417,248417,true,248417,248417,248417,248417,true,248417,248417,248417,248417
true,206905,206905,206905,206905,true,108520,108520,108520,108520,true,107400,107400,107400,107400,true,107400,107400,107400,107400,true,107400,107400,107400,107400,true,107400,107400,107400,107400
true,190256,190256,190256,190256,true,147675,147675,164692,164692,true,147675,147675,147675,147675,true,147675,147675,147675,147675,true,147675,147675,147675,147675,true,147675,147675,147675,147675
true,573869,573869,573869,573869,true,375326,375326,406439,406439,true,360315,360315,375326,375326,true,349030,349030,360315,360315,true,349030,349030,349030,349030,true,349030,349030,349030,349030
true,123100,123100,123100,123100,true,73280,73280,90935,90935,true,72332,72332,75245,75245,true,72332,72332,72332,72332,true,72332,72332,72332,72332,true,72332,72332,72332,72332
true,480504,480504,480504,480504,true,264836,264836,268606,268606,true,220272,220932,238215,238215,true,169608,169608,169608,169608,true,160038,160038,160038,160038,true,160038,160038,160038,160038
true,179515,179515,179515,179515,true,104118,107030,124325,124325,true,77000,79280,90786,90786,true,65930,65930,77000,77000,false,61668,61668,65930,65930,true,58614,58614,58614,58614
true,653475,653475,653475,653475,true,459837,459837,522552,522552,true,364136,364136,434085,434085,true,337275,337275,342685,342685,true,329790,329790,329790,329790,true,329790,329790,329790,329790
true,495690,495690,495690,495690,true,384129,384129,417209,417209,true,377455,377455,377455,377455,true,377455,377455,377455,377455,true,377455,377455,377455,377455,true,377455,377455,377455,377455
true,167657,167657,167657,167657,true,85883,85883,85883,85883,true,85883,85883,85883,85883,true,85883,85883,85883,85883,true,85883,85883,85883,85883,true,85883,85883,85883,85883
true,423516,423516,423516,423516,true,236112,236112,236112,236112,true,203448,203448,203448,203448,true,203448,203448,203448,203448,true,203448,203448,203448,203448,true,203448,203448,203448,203448
true,587412,587412,587412,587412,true,388215,388215,444969,444969,true,323505,323505,347490,347490,true,288267,288267,323505,323505,true,280404,280404,280404,280404,true,280404,280404,280404,280404
true,395912,395912,395912,395912,true,233772,233772,274648,274648,true,233772,233772,233772,233772,true,233772,233772,233772,233772,true,233772,233772,233772,233772,true,233772,233772,233772,233772
true,323412,323412,323412,323412,true,209556,209556,216684,216684,true,205738,205738,205738,205738,true,205738,205738,205738,205738,true,205738,205738,205738,205738,true,205738,205738,205738,205738
true,859068,859068,859068,859068,true,529842,529842,594210,594210,true,430020,430020,450387,450387,true,370104,370104,430020,430020,false,356370,356370,356370,356370,true,315814,315814,315814,315814
true,333710,333710,333710,333710,true,193752,193752,214620,214620,true,149820,149820,167734,167734,true,147600,147600,149820,149820,true,147600,147600,147600,147600,true,147600,147600,147600,147600
true,321290,321290,321290,321290,true,193011,193011,236060,236060,true,153190,153190,156450,156450,true,142100,142100,148490,148490,true,142100,142100,142100,142100,true,142100,142100,142100,142100
true,234585,234585,234585,234585,true,165300,165300,165300,165300,true,165300,165300,165300,165300,true,165300,165300,165300,165300,true,165300,165300,165300,165300,true,165300,165300,165300,165300
true,577525,577525,577525,577525,true,327457,328453,329108,329108,true,255323,258089,258089,258089,true,218637,218637,218637,218637,true,218637,218637,218637,218637,true,218637,218637,218637,218637
true,184992,184992,184992,184992,true,110814,110814,136086,136086,true,88326,104562,104562,104562,true,79290,79290,79290,79290,true,79290,79290,79290,79290,true,79290,79290,79290,79290
true,301686,301686,301686,301686,true,243670,243670,243670,243670,true,189539,189539,189539,189539,true,184200,184200,184200,184200,true,184200,184200,184200,184200,true,184200,184200,184200,184200
true,806694,806694,806694,806694,true,475629,475629,528024,528024,true,368046,368046,422550,422550,true,352515,352515,352515,352515,true,313036,313036,313036,313036,true,313036,313036,313036,313036
true,734412,734412,734412,734412,true,440688,440688,481206,481206,true,366765,366765,369180,369180,true,340176,340176,340176,340176,true,340176,340176,340176,340176,true,340176,340176,340176,340176
true,195735,195735,195735,195735,true,110370,110370,110370,110370,true,110370,110370,110370,110370,true,110370,110370,110370,110370,true,110370,110370,110370,110370,true,110370,110370,110370,110370
true,480984,480984,480984,480984,true,327096,327096,388934,388934,true,312466,312466,327096,327096,true,312466,312466,312466,312466,true,312466,312466,312466,312466,true,312466,312466,312466,312466
true,411336,411336,411336,411336,true,226256,226256,226256,226256,true,194580,194580,194580,194580,true,194580,194580,194580,194580,true,194580,194580,194580,194580,true,194580,194580,194580,194580
true,256848,256848,256848,256848,true,152828,152828,189220,189220,true,134350,134350,137230,137230,true,134350,134350,134350,134350,true,134350,134350,134350,134350,true,134350,134350,134350,134350
true,258500,258500,258500,258500,true,208901,208901,225841,225841,true,203654,203654,203654,203654,true,203654,203654,203654,203654,true,203654,203654,203654,203654,true,203654,203654,203654,203654
