BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7
true,217290,217290,217290,217290,true,155580,155580,156070,156070,true,140952,140952,140952,140952,true,140952,140952,140952,140952,true,140952,140952,140952,140952,true,140952,140952,140952,140952,true,140952,140952,140952,140952
true,195710,195710,195710,195710,true,112250,112250,112250,112250,true,107858,107858,107858,107858,true,107858,107858,107858,107858,true,107858,107858,107858,107858,true,107858,107858,107858,107858,true,107858,107858,107858,107858
true,438022,438022,438022,438022,true,234000,235079,276923,276923,true,166309,173745,174629,174629,true,160400,160400,160400,160400,true,160400,160400,160400,160400,true,160400,160400,160400,160400,true,160400,160400,160400,160400
true,605550,605550,605550,605550,true,393462,393987,411105,411105,true,342456,342456,357390,357390,true,342456,342456,342456,342456,true,342456,342456,342456,342456,true,342456,342456,342456,342456,true,342456,342456,342456,342456
true,1068690,1068690,1068690,1068690,true,640980,640980,680583,680583,true,476064,476064,476064,476064,false,436433,436433,452250,452250,false,416965,416965,422468,422468,true,416965,416965,416965,416965,true,416965,416965,416965,416965
true,322320,322320,322320,322320,true,173488,173488,187832,187832,true,128976,128976,137304,137304,true,109725,109725,112360,112360,true,109725,109725,109725,109725,true,109725,109725,109725,109725,true,109725,109725,109725,109725
true,621516,621516,621516,621516,true,327838,332123,354508,354508,true,243347,243403,279188,279188,true,230235,230235,245336,245336,true,230235,230235,231336,231336,true,230235,230235,230235,230235,true,230235,230235,230235,230235
true,445536,445536,445536,445536,true,347830,347830,390793,390793,true,343170,343170,353271,353271,true,343170,343170,343170,343170,true,343170,343170,343170,343170,true,343170,343170,343170,343170,true,343170,343170,343170,343170
true,449920,449920,449920,449920,true,329890,329890,356580,356580,true,267500,267500,267500,267500,true,234212,234212,234212,234212,true,207416,207416,207416,207416,true,207416,207416,207416,207416,true,207416,207416,207416,207416
true,771345,771345,771345,771345,true,474643,489363,502660,502660,false,375338,376518,410927,410927,true,329870,329870,365834,365834,true,329870,329870,329870,329870,true,329870,329870,329870,329870,true,329870,329870,329870,329870
true,249558,249558,249558,249558,true,130440,135418,137466,137466,true,92446,92758,100121,100121,false,75315,75315,82242,82242,true,66563,66563,66563,66563,true,66563,66563,66563,66563,true,66563,66563,66563,66563
true,291930,291930,291930,291930,true,211266,220116,220116,220116,true,178764,178764,178764,178764,true,178764,178764,178764,178764,true,178764,178764,178764,178764,true,178764,178764,178764,178764,true,178764,178764,178764,178764
true,207942,207942,207942,207942,true,125992,125992,135642,135642,false,97308,97308,105192,105192,true,97308,97308,97668,97668,true,97308,97308,97308,97308,true,97308,97308,97308,97308,true,97308,97308,97308,97308
true,310824,310824,310824,310824,true,212556,219231,222276,222276,true,205896,205896,205896,205896,true,205896,205896,205896,205896,true,205896,205896,205896,205896,true,205896,205896,205896,205896,true,205896,205896,205896,205896
true,249498,249498,249498,249498,true,189738,189738,209340,209340,true,189738,189738,189738,189738,true,189738,189738,189738,189738,true,189738,189738,189738,189738,true,189738,189738,189738,189738,true,189738,189738,189738,189738
true,189348,189348,189348,189348,true,118587,118587,123354,123354,true,113113,113113,113533,113533,true,108766,108766,108766,108766,true,108766,108766,108766,108766,true,108766,108766,108766,108766,true,108766,108766,108766,108766
true,299712,299712,299712,299712,true,178840,178840,181386,181386,true,141358,145103,173643,173643,false,132149,134329,139755,139755,false,132149,132149,133755,133755,true,132149,132149,132149,132149,true,132149,132149,132149,132149
true,338496,338496,338496,338496,true,186624,186624,190896,190896,true,151464,151464,151464,151464,true,148428,148428,148428,148428,true,148428,148428,148428,148428,true,148428,148428,148428,148428,true,148428,148428,148428,148428
true,374778,374778,374778,374778,true,215616,218236,248776,248776,true,158535,159435,159435,159435,true,158535,158535,158535,158535,true,158535,158535,158535,158535,true,158535,158535,158535,158535,true,158535,158535,158535,158535
true,668340,668340,668340,668340,true,424540,432800,453730,453730,true,338740,346950,364170,364170,false,277730,278780,329099,329099,false,267550,268600,271590,271590,true,267550,267550,267550,267550,true,267550,267550,267550,267550
true,488730,488730,488730,488730,true,280076,280076,286725,286725,true,206094,206094,211725,211725,true,198858,198858,198858,198858,true,198858,198858,198858,198858,true,198858,198858,198858,198858,true,198858,198858,198858,198858
true,345264,345264,345264,345264,true,243672,243672,243672,243672,true,243672,243672,243672,243672,true,243672,243672,243672,243672,true,243672,243672,243672,243672,true,243672,243672,243672,243672,true,243672,243672,243672,243672
true,195654,195654,195654,195654,true,108006,108006,108006,108006,true,99216,99216,99216,99216,true,99216,99216,99216,99216,true,99216,99216,99216,99216,true,99216,99216,99216,99216,true,99216,99216,99216,99216
true,937820,937820,937820,937820,true,593475,593475,593475,593475,true,445970,450075,492740,492740,false,364565,377225,445970,445970,false,320960,325557,330860,330860,true,309925,309925,309925,309925,true,309925,309925,309925,309925
true,804099,804099,804099,804099,true,446937,446937,457044,457044,false,360342,367564,404417,404417,true,329834,329834,329834,329834,true,329834,329834,329834,329834,true,329834,329834,329834,329834,true,329834,329834,329834,329834
true,842802,842802,842802,842802,true,548318,548318,666354,666354,true,438121,438121,513010,513010,false,373130,373130,446668,446668,false,350390,350390,358006,358006,true,350390,350390,350390,350390,true,350390,350390,350390,350390
true,312450,312450,312450,312450,true,213598,213778,219514,219514,true,181401,181401,209130,209130,true,159889,159889,172856,172856,true,159889,159889,159889,159889,true,159889,159889,159889,159889,true,159889,159889,159889,159889
true,207140,207140,207140,207140,true,139255,139255,152210,152210,true,117102,117102,133657,133657,true,102881,102881,117102,117102,true,102881,102881,104927,104927,true,102881,102881,102881,102881,true,102881,102881,102881,102881
true,263628,263628,263628,263628,true,149944,159618,159618,159618,true,121224,121224,121224,121224,true,121224,121224,121224,121224,true,121224,121224,121224,121224,true,121224,121224,121224,121224,true,121224,121224,121224,121224
true,162530,162530,162530,162530,true,92359,92359,97655,97655,true,73795,73795,73795,73795,true,73795,73795,73795,73795,true,73795,73795,73795,73795,true,73795,73795,73795,73795,true,73795,73795,73795,73795
true,300528,300528,300528,300528,true,179872,179872,194156,194156,true,160464,160464,174960,174960,true,160464,160464,160464,160464,true,160464,160464,160464,160464,true,160464,160464,160464,160464,true,160464,160464,160464,160464
true,182238,182238,182238,182238,true,100594,102648,102648,102648,true,80502,80502,80502,80502,true,80502,80502,80502,80502,true,80502,80502,80502,80502,true,80502,80502,80502,80502,true,80502,80502,80502,80502
true,176210,176210,176210,176210,true,111135,111135,132685,132685,true,91605,98355,104385,104385,false,82835,82835,82835,82835,true,82835,82835,82835,82835,true,82835,82835,82835,82835,true,82835,82835,82835,82835
true,289584,289584,289584,289584,true,193112,193112,193112,193112,true,193112,193112,193112,193112,true,193112,193112,193112,193112,true,193112,193112,193112,193112,true,193112,193112,193112,193112,true,193112,193112,193112,193112
true,464254,464254,464254,464254,true,261594,263178,285670,285670,false,200318,202346,238736,238736,false,164374,164374,208180,208180,true,164374,164374,164374,164374,true,164374,164374,164374,164374,true,164374,164374,164374,164374
true,292048,292048,292048,292048,true,204256,204256,222312,222312,true,171722,171722,185112,185112,true,171722,171722,173568,173568,true,171722,171722,171722,171722,true,171722,171722,171722,171722,true,171722,171722,171722,171722
true,578662,578662,578662,578662,true,354255,359005,397400,397400,true,274020,274020,345980,345980,true,274020,274020,274020,274020,true,274020,274020,274020,274020,true,274020,274020,274020,274020,true,274020,274020,274020,274020
true,180132,180132,180132,180132,true,112642,114904,128950,128950,true,90550,90550,102160,102160,false,90550,90550,90550,90550,true,90550,90550,90550,90550,true,90550,90550,90550,90550,true,90550,90550,90550,90550
true,431550,431550,431550,431550,true,242340,243262,256372,256372,true,209134,209134,209134,209134,true,209134,209134,209134,209134,true,209134,209134,209134,209134,true,209134,209134,209134,209134,true,209134,209134,209134,209134
true,293076,293076,293076,293076,true,193695,193695,217086,217086,true,174363,174363,176916,176916,true,174363,174363,174363,174363,true,174363,174363,174363,174363,true,174363,174363,174363,174363,true,174363,174363,174363,174363
true,593892,593892,593892,593892,true,319824,319824,357072,357072,true,285558,285558,292500,292500,true,285558,285558,285558,285558,true,285558,285558,285558,285558,true,285558,285558,285558,285558,true,285558,285558,285558,285558
true,231234,231234,231234,231234,true,132342,132342,134946,134946,true,132342,132342,132342,132342,true,132342,132342,132342,132342,true,132342,132342,132342,132342,true,132342,132342,132342,132342,true,132342,132342,132342,132342
true,720448,720448,720448,720448,true,428288,428288,428288,428288,true,312800,312800,312800,312800,true,307170,307170,307170,307170,true,307170,307170,307170,307170,true,307170,307170,307170,307170,true,307170,307170,307170,307170
true,424930,424930,424930,424930,true,303160,303160,350710,350710,false,275004,275004,303160,303160,false,271492,271492,275004,275004,true,271492,271492,271492,271492,true,271492,271492,271492,271492,true,271492,271492,271492,271492
true,310352,310352,310352,310352,true,194803,194803,194803,194803,true,180063,180063,180063,180063,true,180063,180063,180063,180063,true,180063,180063,180063,180063,true,180063,180063,180063,180063,true,180063,180063,180063,180063
true,206814,206814,206814,206814,true,107580,108569,128945,128945,true,79252,79252,82258,82258,true,77244,77244,77244,77244,true,77244,77244,77244,77244,true,77244,77244,77244,77244,true,77244,77244,77244,77244
true,158166,158166,158166,158166,true,97044,97044,110508,110508,true,97044,97044,97044,97044,true,97044,97044,97044,97044,true,97044,97044,97044,97044,true,97044,97044,97044,97044,true,97044,97044,97044,97044
true,261390,261390,261390,261390,true,160270,160270,160270,160270,true,154330,154330,154330,154330,true,154330,154330,154330,154330,true,154330,154330,154330,154330,true,154330,154330,154330,154330,true,154330,154330,154330,154330
true,244944,244944,244944,244944,true,164052,164052,164052,164052,true,135006,135006,141858,141858,true,135006,135006,135006,135006,true,135006,135006,135006,135006,true,135006,135006,135006,135006,true,135006,135006,135006,135006
true,205914,205914,205914,205914,true,162492,162492,174660,174660,true,139734,139734,151902,151902,false,126908,126908,139076,139076,true,121827,121827,126908,126908,true,121827,121827,121827,121827,true,121827,121827,121827,121827
true,262145,262145,262145,262145,true,138015,138177,158825,158825,true,97692,104755,114328,114328,true,86625,86625,86625,86625,true,86625,86625,86625,86625,true,86625,86625,86625,86625,true,86625,86625,86625,86625
true,349008,349008,349008,349008,true,233048,233048,278400,278400,true,198760,198760,213472,213472,true,198760,198760,198760,198760,true,198760,198760,198760,198760,true,198760,198760,198760,198760,true,198760,198760,198760,198760
true,424732,424732,424732,424732,true,229342,230875,241208,241208,true,160976,160976,191419,191419,false,135003,135003,150105,150105,true,124200,124200,135003,135003,true,124200,124200,124200,124200,true,124200,124200,124200,124200
true,443680,443680,443680,443680,true,357080,357080,357080,357080,true,357080,357080,357080,357080,true,357080,357080,357080,357080,true,357080,357080,357080,357080,true,357080,357080,357080,357080,true,357080,357080,357080,357080
true,209636,209636,209636,209636,true,126964,126964,140370,140370,true,98232,99950,116497,116497,false,87437,87437,98670,98670,false,76672,76672,81578,81578,true,76672,76672,76672,76672,true,76672,76672,76672,76672
true,176555,176555,176555,176555,true,113400,113400,130008,130008,true,97070,97070,97480,97480,true,97070,97070,97070,97070,true,97070,97070,97070,97070,true,97070,97070,97070,97070,true,97070,97070,97070,97070
true,414600,414600,414600,414600,true,258808,258808,305060,305060,true,216180,223598,235660,235660,true,200450,200450,200450,200450,true,200450,200450,200450,200450,true,200450,200450,200450,200450,true,200450,200450,200450,200450
true,275193,275193,275193,275193,true,171771,171771,176562,176562,true,168876,168876,168876,168876,true,168876,168876,168876,168876,true,168876,168876,168876,168876,true,168876,168876,168876,168876,true,168876,168876,168876,168876
true,269850,269850,269850,269850,true,190858,200735,215467,215467,false,158322,160545,168343,168343,false,158322,158322,158322,158322,true,158322,158322,158322,158322,true,158322,158322,158322,158322,true,158322,158322,158322,158322
true,257496,257496,257496,257496,true,140379,140379,164976,164976,true,118363,118363,118363,118363,true,118363,118363,118363,118363,true,118363,118363,118363,118363,true,118363,118363,118363,118363,true,118363,118363,118363,118363
true,189910,189910,189910,189910,true,99095,99190,108425,108425,true,72585,74695,83465,83465,false,60822,60822,78799,78799,false,51239,51239,53020,53020,true,51239,51239,51239,51239,true,51239,51239,51239,51239
true,197655,197655,197655,197655,true,109180,112593,118690,118690,true,102955,102955,102955,102955,true,102955,102955,102955,102955,true,102955,102955,102955,102955,true,102955,102955,102955,102955,true,102955,102955,102955,102955
true,276174,276174,276174,276174,true,148206,154165,165766,165766,true,108421,118167,118167,118167,false,100086,100998,100998,100998,false,87294,87294,87294,87294,true,87294,87294,87294,87294,true,87294,87294,87294,87294
true,358416,358416,358416,358416,true,251436,252726,256608,256608,true,200578,203946,243696,243696,true,200578,200578,200578,200578,true,200578,200578,200578,200578,true,200578,200578,200578,200578,true,200578,200578,200578,200578
true,413721,413721,413721,413721,true,271592,276520,331040,331040,true,265716,265716,287870,287870,true,265716,265716,265716,265716,true,265716,265716,265716,265716,true,265716,265716,265716,265716,true,265716,265716,265716,265716
true,561708,561708,561708,561708,true,329816,329816,336204,336204,true,255172,255172,264688,264688,true,255172,255172,255172,255172,true,255172,255172,255172,255172,true,255172,255172,255172,255172,true,255172,255172,255172,255172
true,627776,627776,627776,627776,true,343944,343944,343944,343944,true,281413,281413,289476,289476,false,247579,247579,273645,273645,true,247579,247579,247579,247579,true,247579,247579,247579,247579,true,247579,247579,247579,247579
true,156195,156195,156195,156195,true,122074,122074,122074,122074,true,122074,122074,122074,122074,true,122074,122074,122074,122074,true,122074,122074,122074,122074,true,122074,122074,122074,122074,true,122074,122074,122074,122074
true,174925,174925,174925,174925,true,104110,104110,123217,123217,true,79610,81536,84064,84064,false,70930,71160,79220,79220,false,58215,58215,58215,58215,true,55054,55054,55054,55054,true,55054,55054,55054,55054
true,213330,213330,213330,213330,true,150260,150260,150260,150260,true,128635,128635,128635,128635,true,113670,113670,113670,113670,true,112669,112669,112669,112669,true,112669,112669,112669,112669,true,112669,112669,112669,112669
true,284193,284193,284193,284193,true,154071,154071,173678,173678,true,135810,135810,145233,145233,true,135810,135810,135810,135810,true,135810,135810,135810,135810,true,135810,135810,135810,135810,true,135810,135810,135810,135810
true,282611,282611,282611,282611,true,170093,180804,211813,211813,true,120344,124097,146979,146979,true,118426,118426,118426,118426,true,118426,118426,118426,118426,true,118426,118426,118426,118426,true,118426,118426,118426,118426
true,177772,177772,177772,177772,true,121459,121459,123389,123389,true,121459,121459,121459,121459,true,121459,121459,121459,121459,true,121459,121459,121459,121459,true,121459,121459,121459,121459,true,121459,121459,121459,121459
true,296947,296947,296947,296947,true,200160,203497,203497,203497,true,155804,155804,155804,155804,false,147920,147920,150810,150810,false,147920,147920,147920,147920,true,147920,147920,147920,147920,true,147920,147920,147920,147920
true,276857,276857,276857,276857,true,193770,193770,221074,221074,true,193770,193770,193770,193770,true,193770,193770,193770,193770,true,193770,193770,193770,193770,true,193770,193770,193770,193770,true,193770,193770,193770,193770
true,362056,362056,362056,362056,true,273360,285260,300784,300784,true,250852,250852,259880,259880,true,250852,250852,250852,250852,true,250852,250852,250852,250852,true,250852,250852,250852,250852,true,250852,250852,250852,250852
true,463452,463452,463452,463452,true,296769,296769,326128,326128,true,252417,260975,260975,260975,false,238062,238062,238062,238062,true,238062,238062,238062,238062,true,238062,238062,238062,238062,true,238062,238062,238062,238062
true,403128,403128,403128,403128,true,271524,275256,294324,294324,true,218124,225054,237192,237192,true,218124,218124,218124,218124,true,218124,218124,218124,218124,true,218124,218124,218124,218124,true,218124,218124,218124,218124
true,197414,197414,197414,197414,true,109704,109704,109704,109704,true,93446,103943,103943,103943,true,91206,91206,91206,91206,true,91206,91206,91206,91206,true,91206,91206,91206,91206,true,91206,91206,91206,91206
true,504280,504280,504280,504280,true,355270,355270,412030,412030,true,307946,307946,344330,344330,true,303046,303046,303046,303046,true,303046,303046,303046,303046,true,303046,303046,303046,303046,true,303046,303046,303046,303046
true,259308,259308,259308,259308,true,143208,145254,172318,172318,true,104048,104048,120729,120729,true,100968,100968,104048,104048,true,100968,100968,100968,100968,true,100968,100968,100968,100968,true,100968,100968,100968,100968
true,311704,311704,311704,311704,true,204976,204976,242240,242240,true,191784,191784,204976,204976,true,191784,191784,191784,191784,true,191784,191784,191784,191784,true,191784,191784,191784,191784,true,191784,191784,191784,191784
true,258066,258066,258066,258066,true,219918,219918,233928,233928,true,219918,219918,219918,219918,true,219918,219918,219918,219918,true,219918,219918,219918,219918,true,219918,219918,219918,219918,true,219918,219918,219918,219918
true,357720,357720,357720,357720,true,247096,247096,286064,286064,true,184704,184704,214456,214456,true,175440,175440,184704,184704,true,175440,175440,175440,175440,true,175440,175440,175440,175440,true,175440,175440,175440,175440
true,505846,505846,505846,505846,true,266453,272987,305201,305201,false,207086,207369,250250,250250,true,177339,177339,178788,178788,true,177339,177339,177339,177339,true,177339,177339,177339,177339,true,177339,177339,177339,177339
true,782790,782790,782790,782790,true,479745,479745,538290,538290,true,372403,382995,384318,384318,false,320775,324429,373275,373275,true,320775,320775,320775,320775,true,320775,320775,320775,320775,true,320775,320775,320775,320775
true,245495,245495,245495,245495,true,148920,148920,148920,148920,true,148920,148920,148920,148920,true,148920,148920,148920,148920,true,148920,148920,148920,148920,true,148920,148920,148920,148920,true,148920,148920,148920,148920
true,479200,479200,479200,479200,true,277620,288110,309960,309960,true,216604,242150,242150,242150,true,182040,182040,182040,182040,true,176338,176338,176338,176338,true,176338,176338,176338,176338,true,176338,176338,176338,176338
true,494880,494880,494880,494880,true,279540,280080,279540,279540,true,213935,217615,243975,243975,false,173151,173151,197608,197608,true,173151,173151,173151,173151,true,173151,173151,173151,173151,true,173151,173151,173151,173151
true,255656,255656,255656,255656,true,212400,212400,212400,212400,true,193168,193168,193168,193168,true,193168,193168,193168,193168,true,193168,193168,193168,193168,true,193168,193168,193168,193168,true,193168,193168,193168,193168
true,285698,285698,285698,285698,true,172949,184807,186704,186704,true,145852,148869,148869,148869,true,136745,136745,136745,136745,true,136745,136745,136745,136745,true,136745,136745,136745,136745,true,136745,136745,136745,136745
true,570915,570915,570915,570915,true,319420,330176,330912,330912,true,318502,318502,319420,319420,true,314870,317270,318502,318502,true,307746,307746,307746,307746,true,307746,307746,307746,307746,true,307746,307746,307746,307746
true,363608,363608,363608,363608,true,260408,260408,260408,260408,true,231040,231040,231040,231040,true,231040,231040,231040,231040,true,231040,231040,231040,231040,true,231040,231040,231040,231040,true,231040,231040,231040,231040
true,207510,207510,207510,207510,true,143252,144382,144924,144924,true,124640,124640,124640,124640,true,112880,112880,112880,112880,true,112880,112880,112880,112880,true,112880,112880,112880,112880,true,112880,112880,112880,112880
true,247527,247527,247527,247527,true,168224,168224,199535,199535,true,137088,137088,137112,137112,true,137088,137088,137088,137088,true,137088,137088,137088,137088,true,137088,137088,137088,137088,true,137088,137088,137088,137088
true,169645,169645,169645,169645,true,110417,110417,126680,126680,true,97660,97660,116963,116963,true,85155,85155,97660,97660,false,83148,83148,85155,85155,true,83148,83148,83148,83148,true,83148,83148,83148,83148
true,241540,241540,241540,241540,true,153105,153105,174275,174275,true,116265,124079,137435,137435,false,108654,116265,116265,116265,false,103605,103605,103605,103605,true,103605,103605,103605,103605,true,103605,103605,103605,103605
true,248550,248550,248550,248550,true,144365,144365,158400,158400,true,144365,144365,144365,144365,true,144365,144365,144365,144365,true,144365,144365,144365,144365,true,144365,144365,144365,144365,true,144365,144365,144365,144365
true,437607,437607,437607,437607,true,315306,315306,363321,363321,true,272120,272120,300588,300588,true,272120,272120,272120,272120,true,272120,272120,272120,272120,true,272120,272120,272120,272120,true,272120,272120,272120,272120
true,205620,205620,205620,205620,true,172477,172477,172477,172477,true,172477,172477,172477,172477,true,172477,172477,172477,172477,true,172477,172477,172477,172477,true,172477,172477,172477,172477,true,172477,172477,172477,172477
true,699805,699805,699805,699805,true,427173,451957,475099,475099,true,364100,371156,368077,368077,true,364100,364100,364100,364100,true,364100,364100,364100,364100,true,364100,364100,364100,364100,true,364100,364100,364100,364100
true,391332,391332,391332,391332,true,203371,204492,240626,240626,true,146641,155480,164736,164736,false,133812,133812,139752,139752,true,133812,133812,133812,133812,true,133812,133812,133812,133812,true,133812,133812,133812,133812
true,393547,393547,393547,393547,true,216865,216865,216865,216865,true,216865,216865,216865,216865,true,216865,216865,216865,216865,true,216865,216865,216865,216865,true,216865,216865,216865,216865,true,216865,216865,216865,216865
true,365715,365715,365715,365715,true,203526,203526,203526,203526,true,166941,166941,166941,166941,true,156564,156564,156564,156564,true,156564,156564,156564,156564,true,156564,156564,156564,156564,true,156564,156564,156564,156564
true,231098,231098,231098,231098,true,141106,141106,175668,175668,true,118342,118342,129312,129312,true,118342,118342,118342,118342,true,118342,118342,118342,118342,true,118342,118342,118342,118342,true,118342,118342,118342,118342
true,208065,208065,208065,208065,true,133080,133080,133080,133080,true,133080,133080,133080,133080,true,133080,133080,133080,133080,true,133080,133080,133080,133080,true,133080,133080,133080,133080,true,133080,133080,133080,133080
true,169730,169730,169730,169730,true,144075,144075,144075,144075,true,144075,144075,144075,144075,true,144075,144075,144075,144075,true,144075,144075,144075,144075,true,144075,144075,144075,144075,true,144075,144075,144075,144075
true,365424,365424,365424,365424,true,238272,238272,238272,238272,true,188752,188752,188752,188752,true,173672,173672,173672,173672,true,173672,173672,173672,173672,true,173672,173672,173672,173672,true,173672,173672,173672,173672
true,479501,479501,479501,479501,true,254595,257378,287572,287572,true,212025,216689,229471,229471,true,204961,204961,216689,216689,true,204961,204961,204961,204961,true,204961,204961,204961,204961,true,204961,204961,204961,204961
true,282716,282716,282716,282716,true,262962,262962,262962,262962,true,244454,244454,244454,244454,true,244454,244454,244454,244454,true,244454,244454,244454,244454,true,244454,244454,244454,244454,true,244454,244454,244454,244454
true,388760,388760,388760,388760,true,233984,233984,258144,258144,true,211080,211080,211080,211080,true,211080,211080,211080,211080,true,211080,211080,211080,211080,true,211080,211080,211080,211080,true,211080,211080,211080,211080
true,290878,290878,290878,290878,true,203753,203753,228963,228963,true,203753,203753,204288,204288,true,203753,203753,203753,203753,true,203753,203753,203753,203753,true,203753,203753,203753,203753,true,203753,203753,203753,203753
true,145195,145195,145195,145195,true,86305,86305,93387,93387,true,77840,77840,85262,85262,true,77840,77840,77840,77840,true,77840,77840,77840,77840,true,77840,77840,77840,77840,true,77840,77840,77840,77840
true,186410,186410,186410,186410,true,131640,131640,136752,136752,true,128626,128626,128791,128791,true,128626,128626,128626,128626,true,128626,128626,128626,128626,true,128626,128626,128626,128626,true,128626,128626,128626,128626
true,266040,266040,266040,266040,true,136056,136776,152484,152484,true,93918,93918,97086,97086,false,90360,90360,92418,92418,true,84536,84536,90360,90360,true,84536,84536,84536,84536,true,84536,84536,84536,84536
true,1028675,1028675,1028675,1028675,true,529650,529650,529650,529650,true,431325,431325,522825,522825,false,374300,374300,374300,374300,false,319675,319675,319675,319675,false,307292,307292,307292,307292,true,307292,307292,307292,307292
true,785395,785395,785395,785395,true,465556,465556,541307,541307,true,415072,415072,465556,465556,true,409331,409331,409331,409331,true,409331,409331,409331,409331,true,409331,409331,409331,409331,true,409331,409331,409331,409331
true,600288,600288,600288,600288,true,355589,355589,428753,428753,true,283114,283114,355589,355589,true,267176,267176,283500,283500,true,267176,267176,278854,278854,true,267176,267176,267176,267176,true,267176,267176,267176,267176
true,217525,217525,217525,217525,true,145009,145009,145768,145768,true,119581,119581,144641,144641,true,119581,119581,119581,119581,true,119581,119581,119581,119581,true,119581,119581,119581,119581,true,119581,119581,119581,119581
true,306954,306954,306954,306954,true,172173,174051,195354,195354,true,123435,123435,123435,123435,true,123435,123435,123435,123435,true,123435,123435,123435,123435,true,123435,123435,123435,123435,true,123435,123435,123435,123435
true,358072,358072,358072,358072,true,182720,185776,186320,186320,true,176504,176504,176504,176504,true,176504,176504,176504,176504,true,176504,176504,176504,176504,true,176504,176504,176504,176504,true,176504,176504,176504,176504
true,172800,172800,172800,172800,true,95010,95010,126234,126234,true,68800,76718,93643,93643,false,65718,65718,65718,65718,true,65718,65718,65718,65718,true,65718,65718,65718,65718,true,65718,65718,65718,65718
true,457305,457305,457305,457305,true,315614,315614,315614,315614,true,315614,315614,315614,315614,true,315614,315614,315614,315614,true,315614,315614,315614,315614,true,315614,315614,315614,315614,true,315614,315614,315614,315614
true,178050,178050,178050,178050,true,101376,101376,123485,123485,true,78639,80088,88131,88131,true,64473,64473,64473,64473,true,64473,64473,64473,64473,true,64473,64473,64473,64473,true,64473,64473,64473,64473
true,408496,408496,408496,408496,true,220212,224414,249680,249680,false,171394,179203,183118,183118,false,135490,138415,141064,141064,true,126511,126511,126511,126511,true,126511,126511,126511,126511,true,126511,126511,126511,126511
true,275716,275716,275716,275716,true,173096,173096,211110,211110,true,155958,158454,173096,173096,true,155958,155958,155958,155958,true,155958,155958,155958,155958,true,155958,155958,155958,155958,true,155958,155958,155958,155958
true,244272,244272,244272,244272,true,155748,166272,175364,175364,true,143332,143332,143332,143332,true,143332,143332,143332,143332,true,143332,143332,143332,143332,true,143332,143332,143332,143332,true,143332,143332,143332,143332
true,327584,327584,327584,327584,true,178979,180883,193372,193372,true,141260,141260,141260,141260,true,141260,141260,141260,141260,true,141260,141260,141260,141260,true,141260,141260,141260,141260,true,141260,141260,141260,141260
true,453141,453141,453141,453141,true,287703,287703,290012,290012,true,250705,250705,261989,261989,true,250705,250705,250705,250705,true,250705,250705,250705,250705,true,250705,250705,250705,250705,true,250705,250705,250705,250705
true,286209,286209,286209,286209,true,168196,168196,206535,206535,true,123513,123513,152019,152019,true,115577,115577,122326,122326,true,115577,115577,115577,115577,true,115577,115577,115577,115577,true,115577,115577,115577,115577
true,239412,239412,239412,239412,true,149973,149973,149973,149973,true,129430,129430,129430,129430,true,121566,121566,121566,121566,true,121566,121566,121566,121566,true,121566,121566,121566,121566,true,121566,121566,121566,121566
true,274782,274782,274782,274782,true,138762,138762,157206,157206,true,111228,111228,120456,120456,false,94116,94116,102858,102858,true,94116,94116,94116,94116,true,94116,94116,94116,94116,true,94116,94116,94116,94116
true,148395,148395,148395,148395,true,100993,100993,114985,114985,true,84073,84073,96360,96360,false,84073,84073,84073,84073,true,84073,84073,84073,84073,true,84073,84073,84073,84073,true,84073,84073,84073,84073
true,270258,270258,270258,270258,true,146002,147458,168840,168840,true,117606,117606,117636,117636,false,110394,110394,110394,110394,true,101736,101736,101736,101736,true,101736,101736,101736,101736,true,101736,101736,101736,101736
true,787500,787500,787500,787500,true,420090,420090,420090,420090,true,395325,397110,397110,397110,false,327236,327236,327236,327236,true,327236,327236,327236,327236,true,327236,327236,327236,327236,true,327236,327236,327236,327236
true,203025,203025,203025,203025,true,165040,165040,165040,165040,true,165040,165040,165040,165040,true,165040,165040,165040,165040,true,165040,165040,165040,165040,true,165040,165040,165040,165040,true,165040,165040,165040,165040
true,506702,506702,506702,506702,true,418775,418775,445130,445130,true,404810,404810,404810,404810,true,404810,404810,404810,404810,true,404810,404810,404810,404810,true,404810,404810,404810,404810,true,404810,404810,404810,404810
true,386551,386551,386551,386551,true,256537,256537,306199,306199,true,224252,245078,258525,258525,false,203583,224252,250459,250459,true,197896,197896,224252,224252,true,197896,197896,197896,197896,true,197896,197896,197896,197896
true,299313,299313,299313,299313,true,163560,163560,183721,183721,true,128862,129514,144205,144205,true,109934,109934,109934,109934,true,109934,109934,109934,109934,true,109934,109934,109934,109934,true,109934,109934,109934,109934
